"neighbourhood","Mean(price)"
"Hunts Point",53.684210526315795
"Hurlstone Park",141.514
"Hurstville",87.15129411764705
"Hyde Park Estate",381.79900000000004
"Hôtel de Ville - Quinconces",110.88
"II Arrondissement",516.090505050505
"III Arrondissement",229.74839116719224
"IV Arrondissement",239.99111111111105
"IX Arrondissement",112
"Ibiza",171.65414141414138
"Icaraí",43.1475
"Idyllwild",612
"Iguaba Pequena",74.25
"Iguaçu",21.45
"Ikate",234.85
"Ikebukuro",138.7745833333333
"Ikeja GRA",173.118
"Ikoyi",348.92
"Ikuno-ku",63.567
"Ilasamaja",201.3
"Ilha da Madeira",74.25
"Ilha de Guaratiba",30.855
"Ilha de Paquetá ",99
"Ilha do Governador",36.63
"Imperial",428.098
"Incline Village",301
"Independência",121.58210526315789
"Indian Beach/Sapphire Shores",207
"Indianópolis",37.785
"Indische Buurt",167.75
"Ingleses Norte",72.765
"Inglewood",135.27472527472526
"Inglis Barracks",127.49
"Inhauma",18.15
"Inhaúma",14.025
"Inhoaíba",32.67
"International District",154.33
"Invalides - Ecole Militaire",282.10034615384603
"Inwood",83.07692307692308
"Ipanema",112.57467139479907
"Ipiranga",68.376
"Ipiranguinha",16.5
"Ipê",53.955
"Irajá",23.624117647058828
"Iriri",150.81
"Irvine",241.42857142857142
"Irvine Business Complex",242.66666666666669
"Irvine Spectrum Center",274
"Irwindale",79.8
"Island of Hawaiʻi",322.557024390244
"Islandview",429
"Isle of Dogs",191.84591044776116
"Islington",273.6352180451129
"Itabashi District",103.41501333333333
"Itacuruçá",47.519999999999996
"Itaim Bibi",85.8
"Itaipava",143.187
"Itaipu",66
"Itajubá",66
"Itanhangá",110.11077464788733
"Itapoã",23.0175
"Itapuã",41.61875
"Itaúna",56.155
"Ivan Vazov",89.6
"Ixelles",203.984
"Jabaquara",41.063
"Jacarepaguá",56.15139823008843
"Jacaroá",367.125
"Jackson Heights",185.27777777777774
"Jaconé",19.8
"Jaffa",76.494
"Jamacha-Lomita",167
"Jamaica",134.33850493653023
"Japantown",319.70399999999995
"Jardim America",13.365
"Jardim Atlântico Central",31.845
"Jardim Atlântico Leste",292.71000000000004
"Jardim Botânico",90.19697802197803
"Jardim Caiçara",33
"Jardim Camburi",49.5
"Jardim Carioca",23.165999999999997
"Jardim Dom Bosco",127.71
"Jardim Europa",46.2
"Jardim Guanabara",39.555
"Jardim Guaratiba",181.335
"Jardim Martineli",25.74
"Jardim Paulista",87.0375
"Jardim Pero",32.505
"Jardim Salaco",114.675
"Jardim Sulacap",57.75
"Jardin Botânico",28.6
"Jardins De Carthage",243.5377777777778
"Jatiúca",35.805
"Jean-Médecin",131.4465
"Jefferson",107.25
"Jefferson Park",301
"Joana Darc",79.695
"Jordaan",356.517
"Jorge Newbery",69.69800000000001
"Journal Square",497.25
"Joá",343.8984259259259
"Jrd Araras",52.8
"Jumeirah 1",245.88476923076922
"Jurerê",46.585
"Jurerê Internacional",412.5
"Justicia",2024.1
"Józsefváros - District VIII.",169.42666666666665
"Kaanapali",1209.6
"Kailua/Kona",121
"Kalihi Valley",35.666666666666664
"Karaköy",388.9116
"Kato Paphos",280.478
"Katsushika District",152.62374509803928
"Kauaʻi",407.984
"Kennington",197.84914285714282
"Kensal Green",55.022
"Kensington",357.6875907335907
"Kentish Town",119.58711111111111
"Ker Châlon",395.36
"Kew",170.52857142857144
"Kew Garden Hills",69.5
"Kfar Shalem",200
"Khan Na Yao",37.2
"Khlong Tann, Khlong Toei",77.5
"Khok Hang Wang",37.2
"Kihei/Wailea",622.5714285714286
"Kilburn",136.6156
"Killarney Heights",124.09866666666666
"Kings Cross",338.1606608695652
"Kingsbridge",123.33333333333333
"Kingsbridge Heights",78.5
"Kingsbury Circle",220.088
"Kingsford",157.603
"Kingsgrove",80.27199999999999
"Kingston Vale",80.52
"Kingswood Estate",76.494
"Kipling Estate",171.60825
"Kips Bay",214.91428571428574
"Kirribilli/Milsons Point",227.89866666666666
"Kita District",118.0054206896552
"Klong Toey",69.43949898989902
"Knightsbridge",285.98668807339465
"Kogarah",71.622
"Kogarah Bay/Carss Park",96.53399999999999
"Kolonaki",267.9466666666666
"Komalapuram",212.67466666666667
"Konohana-ku",189.08213333333333
"Koreatown",133.61224489795916
"Koto District",97.956096
"Kpondehou 1",151.2
"Kreuzberg",156.8
"Kungsholmen",44.2175
"L'Antiga Esquerra de l'Eixample",251.83395486935868
"L'Eixample",448
"LB of Barking and Dagenham",107.55799999999999
"LB of Barnet",182.96309243697482
"LB of Bexley",104.57005263157896
"LB of Brent",194.54948523206747
"LB of Bromley",118.4573076923077
"LB of Camden",197.48046153846158
"LB of Croydon",94.94123529411769
"LB of Ealing",173.70573722627736
"LB of Enfield",155.77174324324324
"LB of Hackney",160.17552873563216
"LB of Hammersmith & Fulham",162.382
"LB of Haringey",159.2046176470588
"LB of Harrow",106.78219444444443
"LB of Havering",134.049025
"LB of Hillingdon",120.0175
"LB of Hounslow",203.6889005235602
"LB of Islington",177.9050476190477
"LB of Lewisham",167.75
"LB of Merton",122.18393846153849
"LB of Newham",149.82025581395342
"LB of Redbridge",144.4554189189189
"LB of Richmond upon Thames",192.91799999999995
"LB of Southwark",156.05542857142856
"LB of Sutton",120.46644859813088
"LB of Tower Hamlets",166.48255555555556
"LB of Waltham Forest",139.6146782608695
"La Barceloneta",140.28491228070175
"La Blanca, San Marcos",110.88
"La Boca",57.70324137931034
"La Canada Flintridge",307.22222222222223
"La Chapelle",160.85804651162786
"La Concordia",117
"La Corniche",134.4
"La Cougourdière",166.88
"La Crescenta-Montrose",171.8181818181818
"La Florida",190.21749999999997
"La Font d'en Fargues",567.1999999999999
"La Guineueta - Canyelles",67.2
"La Jolla",207.34
"La Maternitat i Sant Ramon",118.42526315789475
"La Mérie",156.8
"La Nova Esquerra de l'Eixample",216.30371681415934
"La Paternal",17.409
"La Plage",134.4
"La Puente",170.83333333333334
"La Sagrada Família",212.59179487179503
"La Sagrera",70.784
"La Salut",161.12864864864866
"La Sarrasine",526.4
"La Teixonera",111.25333333333333
"La Trinitat Vella",161.28
"La Valette",168
"La Vall d'Hebron",109.76
"La Verneda i La Pau",80.76444444444444
"La Vila Olímpica",357.5402816901408
"La Villette",133.19786666666664
"Laconia",281.4
"Ladbroke Grove",201.3
"Lago norte ",22.935
"Lagoa",121.62255319148935
"Laguna Beach",74
"Lak Si",29.725192982456136
"Lake Balboa",285.92682926829286
"Lake View Terrace",114.99999999999999
"Lakehead",365
"Lakewood",101.85714285714285
"Lakewood Mutual",144.76923076923077
"Lakewood Village",191
"Lamanda Park",175.62686567164175
"Lambeth",8053.424163265305
"Landstraße",64.35
"Lane Cove",150.6672727272727
"Lantau Island",205.326
"Lapa",42.57858008658009
"Laranjeiras",60.654634615384595
"Larissis",143.594
"Larkhall",200.85266666666666
"Las Lilas-Villa Rosa",35.116
"Las Vertientes",73.6975
"Las Victorias",26.281
"Lat Phrao",65.9525
"Laurel Canyon",749.4290315789475
"Laurelton",105
"Lawndale",271.5
"Le Charvet",115.36
"Le Goas",225.12
"Le Grand Carteron",120.4
"Le Marais",229.88910424469384
"Le Panier",187.82400000000004
"Le Port",1008
"Le Praz de Lys",280
"Le Vila",98.56
"Le Villard",151.2
"Leamouth Peninsula",240.74666666666667
"Leblon",103.1325423728814
"Lee",97.45476190476188
"Lefferts Garden",130.85000000000002
"Lefferts Manor Historic District",132.77777777777777
"Leimert Park",144
"Leith",201.3
"Lekki Penninsula II",194.29257142857145
"Lekki Phase I",194.9255
"Leme",63.669571428571444
"Lenox",91.21428571428571
"Les Archives",66.08
"Les Corts",219.86844444444438
"Les Corts (Nabe)",202.19111111111116
"Les Minguets",308
"Les Plans",157.92
"Les Tres Torres",113.34400000000001
"Lev HaIr",183
"Lewisham",122.40479411764709
"Leyton",100.11319999999999
"Leytonstone",102.21566666666666
"Libération",72.8
"Lidcombe",62.453
"Lido",369.05
"Lighthouse HIll",250
"Lillington and Longmoore Gardens",593.59344
"Lilyfield/Rozelle",157.81670588235295
"Limehouse",387.41517808219186
"Lincoln",128.125
"Lincoln Heights",135.83999999999995
"Lindenwood",82
"Liniers",89.86666666666667
"Lins de Vasconcelos",19.8
"Lisboa",22.692
"Lisson Grove",275.8173596059113
"Little Bay",185.802
"Little Caribbean",170.3775510204082
"Little Haiti",133.97999999999996
"Little Havana",249.25775
"Little Italy",126.54545454545456
"Little Venice",1812.7064999999998
"Lodi",224
"Logan Circle",190
"Loma Vista",50.5
"Lomita",158.72727272727272
"Lone Mountain",136.66666666666666
"Long Beach",185.21666666666675
"Long Island City",182.3231441048035
"Longueville",64.58666666666667
"Longwood",30
"Los Altos",237.60000000000002
"Los Anonos",154
"Los Balsos n. 1",323.5
"Los Castaños",52.674
"Los Cerritos",176.5
"Los Feliz",221.64814814814818
"Los Granados",33.093
"Los Mirasoles",27.42
"Los Molinos Norte",180.0964
"Los Nietos",205
"Los Retamos",26.24404347826087
"Los Romanes",229.6
"Los Troncos",82.88
"Loteamento Portal da Ferradura",81.675
"Loteamento Praia Baia Formosa",128.04000000000002
"Loteamento Santa Cruz",167.75
"Loteamento Santa Luiza",82.5
"Loteamento Sitio do Campinho",59.4
"Loteamento Triangulo de Buzios",72.47625
"Louise",224
"Louvre - Tuileries",424.4432786885246
"Lower Clapton",194.05864974619283
"Lower East Side",234.01449275362322
"Lower Greenville",131.04
"Lower Haight",329.06
"Lower Holditch",1006.5
"Lower Streatham",128.161
"Lower Sukhumvit",74.86437018633535
"Lucerne - Higuera",364.9423076923077
"Ludlow",290
"Ludovisi",134.64733333333334
"Lugarno",58.82
"Lumiar",39.798
"Lurin",197.86181818181822
"Lyon Hoag",219
"M'pouto",150
"M.10",28.84033333333333
"Madeleine - Vendôme",304.9918324607329
"Madison",175
"Madison Heights",172.72727272727275
"Madison Park",345
"Madrona",95.57142857142857
"Madureira",24.458076923076927
"Magnolia Park",215.79999999999998
"Maida Hill",180.93862068965515
"Maida Vale",221.3995
"Maidenhall",201.3
"Makadi Bay",21.111
"Malabar",115.36628571428571
"Malaga Cove",330.5
"Malasaña",85.411
"Malibou Canyon Townhomes",125
"Malibu",981.1407407407406
"Malibu Canyon",627
"Malvern",192.17828571428572
"Malvern East",249.81199999999998
"Manchester Center",109
"Manchester Square",186.33333333333334
"Mandelieu-la-Napoule",354.71999999999997
"Mandeville Canyon",466
"Mangueira",8.58
"Manguinhos",151.965
"Manhattan Beach",371.5844155844157
"Manhattan Village",811
"Manila",140.473
"Manly",221.21499563318787
"Manor Heights",120
"Manthana Village",24.583
"Mapleton",112
"Mar Mikhael",66.08
"Mar Vista",235.15384615384625
"Maracanã",38.5935
"Marble Hill",107.33333333333334
"Marechal Hermes",20.625
"Maria Joaquina",107.25
"Maria da Graça",10.065
"Marigny/Bywater",957
"Marina",288
"Marina Del Rey",284.0243902439024
"Marina Pointe",270
"Marinas",65.835
"Marine Park",190
"Mariners Harbor",104.25
"Mariposa",181.99999999999997
"Market Estate",253.638
"Maroko",238.614
"Maroubra",189.17094736842105
"Marrickville",117.23936842105263
"Marunouchi",93.76266666666668
"Marylebone",392.7570730593605
"Maré",26.317500000000003
"Mascot",92.2395294117647
"Maspeth",95.6111111111111
"Mataderos",28.860400000000002
"Matraville",132.345
"Mattapan",104.5
"Mausoleo",160.16
"Maxvorstadt",136.64
"Mayfair",725.7263050847458
"Mayville Estate",192.7295
"Maywood",107.11111111111111
"Mazomba",43.56
"Mbao Villeneuve",110.88
"McGinley Square",659.6666666666666
"McLaughlin",297.96875000000006
"McManus",136.2380952380952
"Meadowvale",115
"Meatpacking District",179.7142857142857
"Meguro District",162.63916666666668
"Meier",48.675
"Meireles",80.52
"Melipal",24.180600000000002
"Melrose",261.24999999999994
"Memorial Heights",225
"Menlo Park",1250
"Merkaz HaIr",193.76
"Miami Beach",692.0939999999999
"Mid Central",135.59615384615384
"Mid City",194.46529562982016
"Mid Island",128.625
"Mid-Beach",198.29166666666669
"Mid-City",176.55555555555546
"Mid-Levels",34.007
"Mid-West",349.75
"Mid-Wilshire",299.18982832618013
"Middle Park",215.5460689655172
"Middle Village",210.9230769230769
"Midland Beach",108.70588235294117
"Midtown",416.6022727272728
"Midtown East",516.7936507936508
"Midway",295
"Midwood",105.46666666666667
"Mijas Costa",131.04
"Mildmay Ward",146.5464
"Mile End",161.1812
"Mill Basin",145.25
"Mill Hill",126.9532
"Millbank",358.7469032258065
"Millbrook Park",239.54699999999997
"Millers Point",182.24407547169812
"Millsmont",130
"Milwood",45
"Mimico",174
"Minato District",162.06081012658228
"Mira Loma",151.79999999999998
"Mira Mesa",227.5
"Miramar Ranch North",1100
"Mission Beach",259.85714285714295
"Mission District",271.9125
"Mission Grove",230
"Mission Hill",691
"Mission Hills",213
"Mission Terrace",290
"Mitte",437.92
"Miðbær",99.33
"Moema",132.93772277227728
"Monaco",353.3686
"Monarch Beach",571.75
"Monceau",342.4314049586776
"Moneró",23.677500000000002
"Monrovia",103.91304347826087
"Monserrat",318.4849304703474
"Montano Village",245
"Monte Alto",54.285
"Monte Mar Vista",132
"Monte Serrat",140.91
"Montebello",266.25
"Montecarlo",37.001
"Montecito Heights",253.8
"Monterey",185.27700000000002
"Monterey Hills",111.83333333333333
"Monterey Park",84.95348837209305
"Monteverde Nuovo",97.966
"Monteverde Vecchio",222.772
"Montgomery Center",128
"Montmartre",195.84349537037048
"Montparnasse",273.0886075949368
"Montrose",149.5
"Moo 1",32.208999999999996
"Moo 10",49.8930909090909
"Moo 2",90.67500000000001
"Moo 3",68.1256
"Moo 4",39.711
"Moo 5",46.3822
"Moo 6",25.593600000000002
"Moo 7",107.76775862068965
"Moo 8",109.0332
"Moo 9",669.2466000000001
"Moorpark",157.66666666666666
"Morningside Heights",111.11111111111111
"Morningside Park",170
"Morris Heights",129.9
"Morris Park",135.33333333333334
"Morrisania",167.4
"Morro Da Cocacola",63.64875
"Mortdale",62.28
"Mortlake",53.68
"Mosman",340.9178518518518
"Motspur Park",52.338
"Mott Haven",138.625
"Mount Eden",111.5
"Mount Olympus",371
"Mount Pleasant/Lower Broadway",1362
"Mount Washington",228.65306122448982
"Mountain View",24.715
"Moyeightragh",805.2
"Murray Hill",249.0919587628866
"Mury",513.26
"Muswell Hill",201.95379487179486
"Myatts Field South",98.9054
"Méier",17.281323529411768
"Méribel Village",2020.48
"Nad Al Sheba 1",104.77923076923075
"Nakano District",130.56788209606987
"Naniwa-ku",195.2755
"Naples",332.6521739130435
"Naples Park",198.8
"Naremburn",285.796
"Narwee",226.284
"Nation",150.8373604060914
"Navas",306.88
"Navegantes",42.405
"Near Northside",56.666666666666664
"Neasden",111.61939130434783
"Nerima District",157.85610638297868
"Neukölln",120.78
"Neutral Bay",186.88613333333333
"New Brighton",182.16666666666666
"New Cross",114.83167567567565
"New Dorp Beach",68
"New Orleans East",270
"New Orleans Walk",127.49
"New Springville",200
"Newhall",176.61224489795921
"Newington Green",182.86986666666667
"Newland",261.6666666666667
"Newport",194.73466666666667
"Newport Beach",489.1428571428571
"Newport Coast",198
"Newtonbrook",140.91
"Newtown/Enmore",146.2682358490566
"Nice",441.26471428571426
"Nine Elms",323.65152727272726
"Nishinari-ku",22.785
"Nob Hill",186.66666666666666
"Noel Park",117.49441379310345
"Nogueira",78.2925
"Noho",487.5
"Nolita",312.62500000000006
"Nong Nam Daeng",79.25884210526316
"Norbury",133.2282068965517
"North Acton",223.70886792452825
"North Alamitos Beach",138.30769230769232
"North Arroyo",835.3
"North Beach",355.9
"North Bondi",295.0287368421053
"North Broadway - Holiday",748
"North Central",233.40274509803925
"North City",41.111111111111114
"North End",189
"North Finchley",355.9175714285714
"North Fork",285.4
"North Hills",124.39393939393938
"North Hills East",82.27272727272728
"North Hills West",182.375
"North Hollywood",244.85463659147862
"North Long Beach",164.975
"North Los Altos",127
"North Maida Vale",226.46963829787234
"North Melbourne",149.2673239436619
"North Miami Beach",519.13
"North Park",295.5
"North Park Central",164
"North Philadelphia",71.75
"North Redondo",221.29166666666666
"North Riverdale",107.2
"North Sheen",111.386
"North Shore",1003.4
"North Side",60
"North Strathfield/Concord West",70.0897142857143
"North Sydney",153.90512500000003
"North Whisman",79
"North Williamsburg",275
"North of Montana",473.1304347826087
"Northbridge",393.28666666666663
"Northcote",104.42503225806452
"Northeast",577.5
"Northeast Bellevue",214
"Northeast Los Angeles",166.14427860696517
"Northeast Torrance",210.25
"Northeast Washington",139.83333333333334
"Northfields",201.3
"Northridge",206.97931034482758
"Northridge Acres",229
"Northside",305.42857142857144
"Northwest Berkeley",37.82
"Northwest Dallas",856.5
"Northwest District",117
"Northwest Side",158
"Northwest Torrance",142.8695652173913
"Northwest Washington",197.4
"Northwood",197
"Norwalk",104.36363636363635
"Norwood",154.02660944206005
"Nossa Senhora de Fátima",71.115
"Notre Dame - Ile de La Cité",370.4145454545455
"Notre-Dame-des-Champs",309.68
"Notting Hill",258.8857490494297
"Nova Esperança",44.55
"Nové Město",329.28
"Nueva Córdoba",118.72
"Nueva Pompeya",17.521
"Nunhead",175.02933333333343
"Núñez",34.06419200000002
"OGIVA",74.0025
"Oak Lawn",285
"Oak Park",260.5
"Oak Tree Meadows",67
"Oakdale South",345.5
"Oakland Hills",35.929
"Oakmont",89
"Oatley",83.04
"Ocean Hill",161.3623188405799
"Ocean Park",314.2658227848101
"Ogiva",90.05333333333334
"Olaria",24.95625
"Old Allentown",49.5
"Old Aurora",364
"Old Ford",308.66
"Old Lakewood City",136.66666666666666
"Old Pasadena",200
"Old Southside",187
"Old Street",357.64300000000003
"Old Topanga",331.4
"Old Torrance",143.94736842105263
"Old Town",254.98000000000002
"Old Town Torrance",97.45454545454545
"Old West Austin",85
"Ontario Ranch",153.8947368421053
"Open Door",141.825
"Oppède le Vieux",164.64
"Opéra - Grands Boulevards",351.41413551401877
"Orange",335.3333333333333
"Orangecrest",173
"Orchard",205.809
"Orchard Hills",513.3333333333333
"Ormond/McKinnon",207.79771428571428
"Orr's Island",141
"Oswaldo Cruz",33.495
"Ota District",144.56852173913038
"Ottawa",514
"Oval",421.388
"Over-The-Rhine",85
"Oxnard Shores",1223
"Ozone Park",93.73333333333332
"P",84
"Pacific - Edison",177.58823529411765
"Pacific Beach",599.665
"Pacific Heights",175.28
"Pacific Palisades",441.89473684210526
"Pacifica",220.2857142857143
"Paciência",62.205
"Pacoima",158.2
"Paddington",291.9986237623762
"Padre Miguel",31.845
"Padstow",38.68280000000001
"Pakistan Town",268.4
"Palais Royal",307.94983520599254
"Palermo",74.7620647205252
"Palermo Chico",60.51990322580645
"Palermo Hollywood",48.666739972960734
"Palermo Soho",40.382
"Palm Beach",698.1646106870227
"Palmeiras",57.75
"Palmers Green",102.88666666666667
"Palms",101.10769230769232
"Palo Alto",316.3333333333333
"Palos Verdes",544
"Panorama City",78.5
"Panoramic Hill",440.16
"Panthéon",257.5333920704844
"Paquetá",65.30192307692307
"Parada de Lucas",57.75
"Paradise Valley Village",680
"Paramount",40
"Parana 673",26.474
"Paraíso",252.45000000000002
"Parione",210.72750000000002
"Park Cities",199
"Park Estates",120
"Park Mesa Heights",250
"Park Royal",240.218
"Park Slope",238.29214659685871
"Park West",153.11111111111111
"Parkchester",69.71428571428572
"Parkville",109.43851851851852
"Parque Alvorada",40.59
"Parque Avellaneda",34.038
"Parque Chacabuco",93.00753333333333
"Parque Chas",38.50416666666667
"Parque Guararapes",27.225
"Parque Leopoldina",38.445
"Parque Mambucaba",49.5
"Parque Patricios",29.87233333333333
"Parque Zabulao",49.5
"Parque das Nações",241.56
"Parque das Palmeiras",28.233
"Parque do Castelo",29.7
"Parque do Inga",67.595
"Parsons Green",317.89295999999996
"Partenon",67.155
"Pasadena",177.37822222222218
"Pasing - Obermenzing",275.52
"Passagem",71.83
"Passy",340.0784905660379
"Pathum Wan",131.93511428571435
"Pavuna",20.24
"Peachtree Battle Alliance",120
"Peakhurst",48.786
"Pechincha",43.364605263157905
"Peckham",108.031
"Pedra de Guaratiba",132
"Pedralbes",65.8
"Pedro do Rio",85.1125
"Pelanconi",178
"Pelham Bay",122.14285714285714
"Pelham Gardens",120
"Pelican",325
"Pena",214.66666666666666
"Penedo",85.90607142857141
"Penha",32.950500000000005
"Penha Circular",17.82
"Peninsula",321.58333333333337
"Pennsport",206.4
"Perry Vale",102.08146666666667
"Peró",134.64000000000001
"Petersham",71.622
"Pevani",191.24
"Phasi Charoen",24.1955
"Phaya Yen",81.344
"Phillips Ranch",86.86666666666666
"Phra Khanong ",43.98668027210883
"Phrom Phong",29.8375
"Pico",193.52830188679243
"Pico - Robertson",257.35897435897436
"Pico Rivera",115.19999999999999
"Pico-Robertson",282.5
"Pico-Union",177.85714285714286
"Piedade",13.035
"Pigalle - Saint-Georges",222.53488372093025
"Pilares",28.00875
"Pimlico",283.452406153846
"Pin Charoen 1 Village",128.65
"Pinar de Festa",17.861
"Pine Beach",31.3015
"Pinheiros",101.28958333333334
"Pinklao",53.33978723404257
"Pirangi do Norte",34.32
"Piso 1° 'B'",18.91
"Pitangueiras",29.975
"Place d'Italie - Quartier Chinois",181.58476190476202
"Plaistow",130.174
"Playa Arenos",70.913
"Playa Guiones Norte",300
"Playa Vista",209.4
"Playa del Rey",313.19466666666665
"Playhouse Village",133.55555555555557
"Plaza",211.63636363636365
"Plumstead",40.26
"Poblados Marítimos",132.52866666666665
"Point Loma",188.5
"Point Piper",178.19
"Poipu",743.25
"Poly High",88.625
"Pom Prap Sattru Phai ",59.07911111111111
"Ponnangipuram",41.726
"Ponta Negra",78.06550000000001
"Ponta da Cruz",525.1949999999999
"Ponta da Praia",49.5
"Pontal",80.19
"Ponte",215.04
"Ponte dos Leites",57.75
"Popincourt (XI Arrondissement)",110.32000000000001
"Poplar",248.98241975308636
"Porh Nèze",1140.7
"Port Cogolin",254.24
"Port Melbourne",201.32450980392153
"Port Morris",135
"Port Richmond",95.71428571428571
"Port-Royal",220.8442352941176
"Porta",83.776
"Portal do Vale",31.1025
"Porte de Clignancourt",148.2312328767124
"Porte de Versailles",214.86811881188115
"Porter Ranch",214.66666666666666
"Portinho",65.175
"Porto Belo",18.975
"Porto Frade",92.895
"Porto de Galinhas",207.9
"Portogalo",74.25
"Portuguesa",34.64541666666668
"Posse",50.589
"Potts Point",147.17797260273974
"Praca da Bandeira",37.3725
"Prado",309.12
"Prague 2",183.854
"Prague 5",212.036
"Prahran",160.2713939393939
"Prahran/Windsor",259.2363809523809
"Praia Grande",447.8925
"Praia de Armação do Itapocorói",66.165
"Praia de Boiçucanga",108.075
"Praia de Iracema",20.955
"Praia de Itaparica",44.55
"Praia do Morro",60.5
"Prainha",73.25999999999999
"Prainha de Mambucaba",28.05
"Prati",119.84
"Prawet",68.25609523809524
"Praça Seca",35.0625
"Praça da Bandeira",37.03218749999999
"Prenzlauer Berg",325.7203333333334
"Prescott",58
"Presidio Monterey",186
"Presnenskiy",1533.446
"Preston",152.759
"Primrose Hill",441.8375238095239
"Prince's",20370.889000000003
"Prince's Bay",170
"Prospect Heights",227.35000000000002
"Prospect Lefferts Gardens",127.51063829787235
"Provençals del Poblenou",161.94181818181815
"Provetá",32.175
"Providence",163
"Pueblo",150
"Puerto Madero",110.17415094339619
"Puerto Pañuelo",324.307
"Punta Cancun",28.7698
"Putney",447.2973305084744
"Putney Heath",84.546
"Pyrmont",204.8114098360656
"Père Lachaise - Ménilmontant",149.7505882352941
"Périer",79.52
"Quaid Block",447.1238021978021
"Queen Anne",107.53916666666666
"Queen's Park",371.54889655172417
"Queens Park",546.4333333333334
"Queens Village",200.63636363636363
"Quesada",110.88
"Quinta Santa Ana",29.311
"Quintino Bocaiúva",13.53
"R. Bandeirantes",47.7675
"RB of Greenwich",148.36591089108904
"RB of Kensington and Chelsea",196.52844444444443
"RB of Kingston upon Thames",103.21301098901104
"Ramona",212.5
"Ramos",21.82125
"Rampart Village",83
"Rancho Estates",380
"Rancho Palos Verdes",588.7096774193548
"Rancho Park",374.5
"Randall Manor",80
"Randwick",180.4611794871795
"Rasa",63.195
"Rat Burana",23.017500000000002
"Ratchathewi/Phaya Thai",59.623095785440576
"Ratcliff",139.568
"Rathfarnham",240
"Raynes Park",136.7751891891892
"Realengo",24.805
"Recanto de Itaipuaçu",28.05
"Recoleta",47.8136622516557
"Recoletos",162.02666666666667
"Recreio",26.235
"Recreio dos Bandeirantes",69.03480136208856
"Recreio dos bandeirantes",26.4
"Recreio dos bandeirantes ",41.085
"Red Hook",178.76190476190482
"Redfern",131.99456410256414
"Redondo Beach",196.53932584269666
"Redwood City",300
"Región 012",88.5
"Rego Park",130.63636363636363
"Reino",66
"Remsenburg",2639
"República",152.35000000000002
"Reseda",145.5299145299145
"Reserva do Pero",173.25
"Retiro",39.63108730158729
"Revesby",108.44628571428572
"Rhodes",70.584
"Riachuelo",36.7125
"Rialto",46.53
"Ribeira",178.068
"Richland Acres",190.33333333333334
"Richmond",197.75873720136516
"Richmond Grove",40.672
"Richmond Hill",79.35135135135134
"Ridgewood",133.57575757575754
"Riggat Al Buteen",47.440333333333335
"Rillito Park",267
"Rio Branco",57.75
"Rio Comprido",35.97868421052632
"Rio Tavares",82.5
"Rio Vermelho Povoado",174.918
"Rio das Pacas",40.26
"River Market",63.43
"River West",914
"Riverdale",148.25
"Riverpark",331
"Riverside",285.3333333333333
"Riverside Rancho",153.58823529411765
"Riverview",346
"Riverview West",272
"Riverwalk District",79
"Riverwood",119.024
"Riviera",260.63157894736844
"Riviera de São Lourenço",27.555
"Rocha",29.393571428571423
"Rocha Miranda",15.213
"Rocinha",19.635
"Rockaway Beach",101.5
"Rockaway Park",169.375
"Rockdale",56.65749999999999
"Rockhill",626.714
"Roehampton",205.99699999999996
"Rolling Hills",149
"Rolling Hills Estates",260
"Rolling Ridge",229.33333333333334
"Roma Norte",79.5775
"Roosevelt Island",117.00000000000001
"Roppongi",145.42553030303029
"Roquebrune-Cap-Martin",150.82666666666668
"Roquebrune-sur-Argens",232.015
"Rosales",110
"Rose Bay/Dover Heights",168.95446153846154
"Rose Park South",170.58823529411765
"Rosebank",106.22222222222223
"Rosebery",170.924
"Rosedale",115
"Roselands",85.6696
"Rosemead",117
"Rossmoyne",450
"Rossville",65
"Rotherhithe",131.89176000000003
"Royal Arsenal",214.48862068965522
"Royal Docks",281.6081052631579
"Royal Palm Community",109
"Rummelsburg",93.42
"Russell Lea/Rodd Point",121.1
"République",207.5396915584416
"SHIN",90.75
"Saavedra",30.254026315789474
"Sabino Vista Hills",297
"Sagepointe",169
"Sagrada Família",36.3
"Sai Wan",44.18533333333334
"Sai Ying Pun",71.968
"Saint Bruno",140
"Saint Lawrence",188.5
"Saint Pancras",335.3881666666666
"Saint-Germain-des-Prés - Odéon",356.3614377406934
"Saint-Jean-Cap-Ferrat",1002.4
"Saint-Lazare",229.63555555555553
"Saint-Michel",236.43067193675893
"Saint-Paul - Ile Saint-Louis",291.1844444444445
"Saint-Raphaël",369.376
"Saint-Tropez",153.72
"Sainte-Avoye",171.36
"Sainte-Lucie-de-Porto-Vecchio",100.8
"Sainte-Maxime",236.32
"Sallustiano",100.8
"Sam Hughes",217
"Samanes 4",148
"Sampaio",27.286875
"San Blas",79.559
"San Clemente",242.66666666666666
"San Cristóbal",33.992687499999995
"San Gabriel",128.36206896551724
"San Giovanni",768.73
"San Gorgonio",110.18181818181817
"San Marino",169
"San Martin de los Andes",31.468
"San Martín de los Andes",61.9035
"San Miguel",39.32775
"San Nicolás",43.23368438003224
"San Pedro",175.8108108108108
"San Polo",210.56
"San Telmo",39.94215644171777
"Sandpointe",163
"Sands End",271.023
"Sans Souci",436.65200000000004
"Sant Andreu de Palomar",294.56
"Sant Antoni",203.3689975550121
"Sant Genís dels Agudells",249.2
"Sant Gervasi - Galvany",214.3883636363636
