"parking_gratuit","parking_payant","wifi","TV","microwave","dishwasher","clothes_washer","workspace","air_conditionner","heater","elevator","self_check_in","long_term_stay","bath_tub","coffee","luggage_storage","lockbox","security_cameras","host_greets_you","pets_allowed","view","smoking","pool","board_games","gym","fireplace","hot_tub","breakfast","price","property_type","bathrooms","accomodate","bedrooms","beds","neighbourhood","Hotel room","Shared room","Argentine","USA","Bresil","Japon","Australie","France","Thaïlande","Espagne"
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,363,278.59819646430947,1,2,1,0,180.40206847294857,0,0,0,1,0,0,0,0,0,0
