"parking_gratuit","parking_payant","wifi","TV","microwave","dishwasher","clothes_washer","workspace","air_conditionner","heater","elevator","self_check_in","long_term_stay","bath_tub","coffee","luggage_storage","lockbox","security_cameras","host_greets_you","pets_allowed","view","smoking","pool","board_games","gym","fireplace","hot_tub","breakfast","price","property_type","bathrooms","accomodate","bedrooms","beds","neighbourhood","Hotel room","Shared room","Argentine","USA","Bresil","Japon","Australie","France","Thaïlande","Espagne"
1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,115,172.03044501526324,1,2,1,1,115,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,42.68,172.03044501526324,1.5,3,1,2,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,22.976,172.03044501526324,1,2,1,1,54.21341477688377,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,161.04,172.03044501526324,1,4,3,3,180.40206847294857,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,161.04,172.03044501526324,1,4,3,3,180.40206847294857,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,87,351.74979070600034,1,4,2,1,87,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,275.002,351.74979070600034,2,12,2,2,180.40206847294857,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.397,179.79844965979734,1,5,1,2,180.40206847294857,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,9.455,90.21822034548947,1,4,2,3,32.27096774193547,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,47.748,141.99182363916597,1,2,1,1,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,47.748,141.99182363916597,1,2,1,1,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,168,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,168,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,17.802,172.03044501526324,1,4,2,3,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,49.798,172.03044501526324,1,1,1,1,180.40206847294857,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,49.798,172.03044501526324,1,1,1,1,180.40206847294857,0,0,0,0,0,1,0,0,0,0
1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,31.608,172.03044501526324,1,2,1,1,48.95758893280627,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,31.608,172.03044501526324,1,2,1,1,48.95758893280627,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,118,351.74979070600034,1,2,1,1,180.40206847294857,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,379.786,172.03044501526324,1,6,2,3,180.40206847294857,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,41.695,270.66996394686896,0,2,1,1,42.53473529411766,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21.285,172.03044501526324,1,2,1,0,49.228032727272726,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21.285,172.03044501526324,1,2,1,0,49.228032727272726,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22.692,172.03044501526324,1,3,2,2,180.40206847294857,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22.692,172.03044501526324,1,3,2,2,180.40206847294857,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,93.94,76.15537457929115,1,1,1,1,136.61258426966282,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.276,92.17852019888123,2,2,1,1,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,169.54,170.53674184315946,2.5,6,3,3,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,454.72,172.03044501526324,3,10,3,5,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,114.345,172.03044501526324,1,4,1,2,286.96852189781026,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,93,141.99182363916597,2,5,3,3,180.40206847294857,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,93,141.99182363916597,2,5,3,3,180.40206847294857,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,66.65,172.03044501526324,2,5,3,3,180.40206847294857,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,154.935,172.03044501526324,2,6,2,4,86.23880804311777,0,0,0,0,1,0,0,0,0,0
1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103.8,145.94261590812434,1,2,1,1,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,47.001,172.03044501526324,2,5,3,3,180.40206847294857,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,47.001,172.03044501526324,2,5,3,3,180.40206847294857,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,69.96,179.79844965979734,3.5,6,3,3,27.07269230769232,0,0,0,0,1,0,0,0,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,107.36,76.15537457929115,2,2,1,1,180.40206847294857,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,49,76.15537457929115,1.5,1,1,1,81,0,0,0,1,0,0,0,0,0,0
1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,40.969,172.03044501526324,1,2,1,1,180.40206847294857,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,101.92,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,56.744,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,56.744,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,1,0,0,0
1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,66,172.03044501526324,2,6,3,4,86.23880804311777,0,0,0,0,1,0,0,0,0,0
1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,336,172.03044501526324,1,2,1,1,368.750687361419,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,336,172.03044501526324,1,2,1,1,368.750687361419,0,0,0,0,0,0,0,1,0,0
1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,161.28,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.79,351.74979070600034,3.5,5,3,4,180.40206847294857,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.346,141.99182363916597,2,1,1,0,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.346,141.99182363916597,2,1,1,0,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11.346,141.99182363916597,2,1,1,0,40.06009571382521,0,0,1,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,141.99182363916597,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,129,351.74979070600034,1,2,1,1,110.30409356725146,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,129,351.74979070600034,1,2,1,1,110.30409356725146,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,129,351.74979070600034,1,2,1,1,110.30409356725146,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,129,351.74979070600034,1,2,1,1,110.30409356725146,0,0,0,1,0,0,0,0,0,0
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,172.03044501526324,1,4,0,1,312.3471493636969,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,134.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,134.4,172.03044501526324,1,2,1,1,180.40206847294857,0,0,0,0,0,0,0,1,0,0
