"price","bathrooms","accomodate","bedrooms","beds","Shared room","Hotel room","Australie","Argentine","Thaïlande","USA","Bresil","France","Japon","Espagne"
142.252,1,3,0,1,0,0,0,0,0,0,0,0,0,0
226.798,2.5,4,2,2,0,0,0,0,0,0,0,0,0,0
55.022,1,1,1,1,0,0,0,0,0,0,0,0,0,0
174,1,1,1,1,0,0,0,0,0,1,0,0,0,0
44.98,1,1,1,1,0,0,1,0,0,0,0,0,0,0
91,1,1,1,1,0,0,0,0,0,1,0,0,0,0
67,1,1,1,1,0,0,0,0,0,1,0,0,0,0
73.81,1,1,1,1,0,0,0,0,0,0,0,0,0,0
50,1,1,1,1,0,0,0,0,0,1,0,0,0,0
83,1,1,1,1,0,0,0,0,0,1,0,0,0,0
53.68,1,1,1,1,0,0,0,0,0,0,0,0,0,0
25,3,1,6,0,1,0,0,0,0,1,0,0,0,0
48.44,0.5,1,1,1,0,0,1,0,0,0,0,0,0,0
208.01,1,5,2,3,0,0,0,0,0,0,0,0,0,0
362.34,1,5,2,3,0,0,0,0,0,0,0,0,0,0
269,3.5,8,4,4,0,0,0,0,0,1,0,0,0,0
56.106,1,2,0,0,0,0,0,1,0,0,0,0,0,0
95.282,1,2,1,1,0,0,0,0,0,0,0,0,0,0
83.04,1,2,1,1,0,0,1,0,0,0,0,0,0,0
72.66,1,2,1,1,0,0,1,0,0,0,0,0,0,0
51.9,1,2,1,1,0,0,1,0,0,0,0,0,0,0
150.304,1,2,1,1,0,0,0,0,0,0,0,0,0,0
83.204,1,2,1,1,0,0,0,0,0,0,0,0,0,0
46.97,1,2,1,1,0,0,0,0,0,0,0,0,0,0
55.022,1,2,1,1,0,0,0,0,0,0,0,0,0,0
94,1,2,1,1,0,0,0,0,0,1,0,0,0,0
81.862,1,2,1,1,0,0,0,0,0,0,0,0,0,0
70,1,2,1,1,0,0,0,0,0,1,0,0,0,0
164,1,2,1,1,0,0,0,0,0,1,0,0,0,0
47.056,1,2,1,1,0,0,1,0,0,0,0,0,0,0
80,1,2,1,1,0,0,0,0,0,1,0,0,0,0
55,1,2,1,1,0,0,0,0,0,1,0,0,0,0
121,1,2,1,1,0,0,0,0,0,1,0,0,0,0
75,1,2,1,1,0,0,0,0,0,1,0,0,0,0
96.624,1,2,1,1,0,0,0,0,0,0,0,0,0,0
80.52,2,3,1,1,0,0,0,0,0,0,0,0,0,0
193,3,8,3,4,0,0,0,0,0,1,0,0,0,0
82,1,2,1,0,0,0,0,0,0,1,0,0,0,0
148.78,2.5,8,4,5,0,0,1,0,0,0,0,0,0,0
120.78,1,4,1,1,0,0,0,0,0,0,0,0,0,0
100.8,1,2,0,1,0,0,0,0,0,0,0,1,0,0
200.68,1,2,1,1,0,0,1,0,0,0,0,0,0,0
69.2,2,1,1,1,0,0,1,0,0,0,0,0,0,0
107.36,1,1,1,1,0,0,0,0,0,0,0,0,0,0
18.91,1,2,1,1,0,0,0,1,0,0,0,0,0,0
46.5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
97,1,4,1,1,0,0,0,0,0,1,0,0,0,0
308,1,4,1,1,0,0,0,0,0,0,0,1,0,0
268.4,1.5,6,3,4,0,0,0,0,0,0,0,0,0,0
33,2,1,3,3,0,0,0,0,0,0,1,0,0,0
344.894,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
208.32,1,4,1,2,0,0,0,0,0,0,0,1,0,0
85.12,1,1,1,1,0,0,0,0,0,0,0,1,0,0
100.8,1,2,0,0,0,0,0,0,0,0,0,1,0,0
150,2,4,2,2,0,0,0,0,0,1,0,0,0,0
18.817,1.5,2,1,1,0,0,0,0,1,0,0,0,0,0
30.69,1,4,1,0,0,0,0,0,0,0,1,0,0,0
15.675,1,1,1,1,0,0,0,0,0,0,1,0,0,0
74.998,1.5,6,1,5,0,0,0,0,0,0,0,0,1,0
190.008,1,10,3,4,0,0,0,0,0,0,0,0,1,0
143.594,1,2,1,1,0,0,0,0,0,0,0,0,0,0
163.401,5,16,6,11,0,0,0,0,1,0,0,0,0,0
24.915,1,6,2,2,0,0,0,0,0,0,1,0,0,0
108.5,1,6,2,3,0,0,0,0,0,0,0,0,1,0
122.5,1,6,2,3,0,0,0,0,0,0,0,0,1,0
404.32,1,6,2,3,0,0,0,0,0,0,0,1,0,0
131.061,1,6,2,3,0,0,0,0,0,0,0,0,1,0
44.597,1,2,1,2,0,0,0,0,0,0,0,0,1,0
105,1,2,0,2,0,0,0,0,0,0,0,0,1,0
129.997,1,2,1,3,0,0,0,0,0,0,0,0,1,0
70,1,1,1,2,0,0,0,0,0,1,0,0,0,0
224,2,2,1,0,0,0,0,0,0,0,0,1,0,0
42.56,1,2,1,1,0,0,0,0,0,0,0,0,0,1
49.6,1,1,1,1,0,0,0,0,1,0,0,0,0,0
153.233,2,4,2,2,0,0,0,0,1,0,0,0,0,0
142.879,2,5,2,3,0,0,0,0,1,0,0,0,0,0
156.8,1,2,1,1,0,0,0,0,0,0,0,0,0,1
25.529,1,2,1,1,0,0,0,1,0,0,0,0,0,0
22.935,1,2,1,1,0,0,0,0,0,0,1,0,0,0
113,1,2,1,1,0,0,0,0,0,1,0,0,0,0
92.659,1,2,1,1,0,0,0,1,0,0,0,0,0,0
32.953,1,2,1,1,0,0,0,0,1,0,0,0,0,0
51.315,1,2,1,1,0,0,0,0,0,0,1,0,0,0
112,1,2,1,1,0,0,0,0,0,0,0,1,0,0
33.201,1,2,1,1,0,0,0,0,1,0,0,0,0,0
48.675,1,2,1,1,0,0,0,0,0,0,1,0,0,0
210.56,1,2,1,1,0,0,0,0,0,0,0,1,0,0
134.4,1,2,1,1,0,0,0,0,0,0,0,1,0,0
55.8,1,2,1,1,0,0,0,0,1,0,0,0,0,0
165,1,2,1,1,0,0,0,0,0,0,1,0,0,0
130,1,2,1,1,0,0,0,0,0,1,0,0,0,0
38.161,1,2,1,1,0,0,0,0,1,0,0,0,0,0
81.998,1,2,1,1,0,0,0,0,0,0,0,0,1,0
150.003,1,6,1,2,0,0,0,0,0,0,0,0,1,0
157.003,1.5,8,2,4,0,0,0,0,0,0,0,0,1,0
219.996,1,4,1,1,0,0,0,0,0,0,0,0,1,0
128.205,1,4,1,1,0,0,0,0,0,0,0,0,1,0
297.92,1,4,1,1,0,0,0,0,0,0,0,1,0,0
99.68,1,4,1,1,0,0,0,0,0,0,0,1,0,0
23.638,1,4,1,1,0,0,0,1,0,0,0,0,0,0
65.758,1,3,1,2,0,0,0,0,0,0,0,0,0,0
99,2,4,2,4,0,0,0,0,0,0,1,0,0,0
179.2,1,4,2,2,0,0,0,0,0,0,0,1,0,0
31.515,1,4,2,2,0,0,0,0,0,0,1,0,0,0
63.333,1,4,2,2,0,0,0,0,1,0,0,0,0,0
9.446,1,4,2,2,0,0,0,1,0,0,0,0,0,0
209.352,1,4,2,2,0,0,0,0,0,0,0,0,0,0
41.25,1,3,1,0,0,0,0,0,0,0,1,0,0,0
21.285,1,2,1,1,0,0,0,0,0,0,1,0,0,0
49.854,1,2,1,1,0,0,0,0,0,0,0,0,1,0
21.12,1,2,1,1,0,0,0,0,0,0,1,0,0,0
44.609,1,2,1,1,0,0,0,0,1,0,0,0,0,0
74.745,2,6,2,5,0,0,0,0,0,0,1,0,0,0
112,1,2,0,1,0,0,0,0,0,0,0,1,0,0
122.08,1,2,0,1,0,0,0,0,0,0,0,1,0,0
112,1,2,0,1,0,0,0,0,0,0,0,1,0,0
105.896,1,3,2,0,0,0,0,0,1,0,0,0,0,0
137.775,3.5,8,4,5,0,0,0,0,0,0,1,0,0,0
159,2,12,4,8,0,0,0,0,0,1,0,0,0,0
144.48,1,4,1,3,0,0,0,0,0,0,0,0,0,1
112,1,4,1,3,0,0,0,0,0,0,0,0,1,0
33.99,1,4,1,3,0,0,0,0,0,0,1,0,0,0
62,4,12,4,0,0,0,0,0,1,0,0,0,0,0
42.405,2,6,2,4,0,0,0,0,0,0,1,0,0,0
196.497,1,7,3,3,0,0,0,0,0,0,0,0,1,0
11.346,1,1,1,0,0,0,0,1,0,0,0,0,0,0
240.002,1,10,3,5,0,0,0,0,0,0,0,0,1,0
48.312,0.5,2,1,1,0,0,0,0,0,0,0,0,0,0
148,1,3,1,1,0,0,0,0,0,1,0,0,0,0
126,1,3,1,1,0,0,0,0,0,0,0,0,1,0
103.523,1,3,1,1,0,0,0,0,0,0,0,0,1,0
168.051,1.5,6,3,3,0,0,0,0,1,0,0,0,0,0
23.401,1,1,1,1,1,0,0,0,0,0,0,0,1,0
57.585,1,4,0,2,0,0,0,0,0,0,1,0,0,0
66,2,6,3,3,0,0,0,0,0,0,1,0,0,0
46,0,2,1,1,0,0,0,0,0,1,0,0,0,0
165.06,1,6,1,5,0,0,0,0,0,0,0,0,1,0
46.2,2,4,2,2,0,0,0,0,0,0,1,0,0,0
343.552,2,4,2,2,0,0,0,0,0,0,0,0,0,0
56.699,2,4,2,2,0,0,0,0,1,0,0,0,0,0
44.22,1,4,1,0,0,0,0,0,0,0,1,0,0,0
179.828,1,4,1,0,0,0,0,0,0,0,0,0,0,0
17.397,1,4,1,0,0,0,0,1,0,0,0,0,0,0
37.002,1,4,3,3,0,0,0,0,0,0,0,0,1,0
18.6,1,2,1,1,0,0,0,0,1,0,0,0,0,0
33.165,1,2,1,1,0,0,0,0,0,0,1,0,0,0
276.108,2,7,3,4,0,0,1,0,0,0,0,0,0,0
332.94,3,12,6,8,0,0,0,0,1,0,0,0,0,0
19.8,1.5,2,1,1,0,0,0,0,0,0,1,0,0,0
56,1,3,1,0,0,0,0,0,0,0,0,0,1,0
339.997,1,16,3,5,0,0,0,0,0,0,0,0,1,0
56.925,2.5,8,3,6,0,0,0,0,0,0,1,0,0,0
100,1,3,1,1,0,0,0,0,0,1,0,0,0,0
156.681,1,8,1,4,0,0,0,0,0,0,0,0,1,0
150.185,1.5,4,1,2,0,0,0,0,0,0,0,0,1,0
21.12,1,3,1,0,0,0,0,0,0,0,1,0,0,0
99.75,1,5,1,3,0,0,0,0,0,0,0,0,1,0
14.818,1,2,1,1,0,0,0,0,1,0,0,0,0,0
10.23,1,1,1,2,1,0,0,0,0,0,1,0,0,0
66.33,1,6,3,3,0,0,0,0,0,0,1,0,0,0
81.015,1,2,1,0,0,0,0,0,0,0,1,0,0,0
296.8,1,2,1,0,0,0,0,0,0,0,0,1,0,0
118,1,2,1,0,0,0,0,0,0,1,0,0,0,0
16.957,1,2,1,0,0,0,0,0,1,0,0,0,0,0
180.32,1,2,1,0,0,0,0,0,0,0,0,1,0,0
34.65,1,2,1,0,0,0,0,0,0,0,1,0,0,0
43.121,1,2,1,0,0,0,0,0,1,0,0,0,0,0
209.44,1,2,1,0,0,0,0,0,0,0,0,1,0,0
58.28,1,2,1,0,0,0,0,0,1,0,0,0,0,0
30.195,1,3,1,2,0,0,0,0,0,0,1,0,0,0
30.195,1,3,1,2,0,0,0,0,0,0,1,0,0,0
93.443,1,3,1,2,0,0,0,0,0,0,0,0,1,0
94.598,1,3,1,2,0,0,0,0,0,0,0,0,1,0
91,1,3,1,2,0,0,0,0,0,0,0,0,1,0
21.7,1,1,1,0,0,0,0,0,1,0,0,0,0,0
214.998,1,6,2,4,0,0,0,0,0,0,0,0,1,0
257.6,1,6,2,4,0,0,0,0,0,0,0,1,0,0
234.85,1.5,5,3,6,0,0,0,0,0,0,0,0,0,0
59.565,1.5,5,1,3,0,0,0,0,0,0,1,0,0,0
191,1,4,1,4,0,0,0,0,0,1,0,0,0,0
62,1,3,1,4,0,0,0,0,1,0,0,0,0,0
110.999,1,6,1,1,0,0,0,0,0,0,0,0,1,0
80.19,2,4,1,2,0,0,0,0,0,0,1,0,0,0
107.25,2,3,1,0,0,0,0,0,0,0,1,0,0,0
154,1,8,1,5,0,0,0,0,0,0,0,0,1,0
229,2,6,2,2,0,0,0,0,0,1,0,0,0,0
77,1,4,0,0,0,0,0,0,0,0,0,0,1,0
118.699,3,8,3,0,0,0,0,0,1,0,0,0,0,0
371.84,2.5,6,3,3,0,0,0,0,0,0,0,1,0,0
37.29,1,4,1,2,0,0,0,0,0,0,1,0,0,0
28.71,1,4,1,2,0,0,0,0,0,0,1,0,0,0
107.002,1,4,1,2,0,0,0,0,0,0,0,0,1,0
28.233,1,4,1,2,0,0,0,1,0,0,0,0,0,0
203.84,1,4,1,2,0,0,0,0,0,0,0,1,0,0
35.64,1,4,1,2,0,0,0,0,0,0,1,0,0,0
108.003,1,5,1,2,0,0,0,0,0,0,0,0,1,0
140,1,5,1,2,0,0,0,0,0,0,0,0,1,0
105,1,5,1,2,0,0,0,0,0,0,0,0,1,0
94.003,1,4,2,0,0,0,0,0,0,0,0,0,1,0
72.199,1,4,2,0,0,0,0,0,1,0,0,0,0,0
57.04,1,4,2,0,0,0,0,0,1,0,0,0,0,0
128.8,1,1,2,0,0,0,0,0,0,0,0,1,0,0
13.365,1,1,1,1,0,0,0,0,0,0,1,0,0,0
69.503,1.5,2,1,0,0,0,0,0,0,0,0,0,1,0
41.085,2,3,2,0,0,0,0,0,0,0,1,0,0,0
114.898,1,8,2,4,0,0,0,0,0,0,0,0,1,0
61.588,1,1,1,1,0,0,1,0,0,0,0,0,0,0
10.23,1,1,1,1,0,0,0,0,0,0,1,0,0,0
116.34,1,12,3,4,0,0,0,0,0,0,0,0,1,0
107.25,1.5,4,2,2,0,0,0,0,0,0,1,0,0,0
177,2,6,3,4,0,0,0,0,0,1,0,0,0,0
268.4,1,4,2,3,0,0,0,0,0,0,0,0,0,0
60,1,1,1,1,0,0,0,0,0,1,0,0,0,0
73.425,2,3,1,1,0,0,0,0,0,0,1,0,0,0
414.498,1.5,8,3,4,0,0,0,0,0,0,0,0,1,0
40,1,2,1,1,0,0,0,0,0,1,0,0,0,0
80.52,1,2,1,1,0,0,0,0,0,0,0,0,0,0
45.5,1,2,1,1,0,0,0,0,0,0,0,0,1,0
76,1,2,1,1,0,0,0,0,0,1,0,0,0,0
115.103,2,4,2,2,0,0,0,0,1,0,0,0,0,0
276.768,5.5,11,4,6,0,0,0,0,1,0,0,0,0,0
103.334,2,2,2,2,0,0,0,1,0,0,0,0,0,0
63.195,1,4,1,1,0,0,0,0,0,0,1,0,0,0
68,1,2,1,1,0,0,0,0,0,1,0,0,0,0
47,2,1,1,1,0,0,0,0,0,1,0,0,0,0
33.093,1,1,1,1,0,0,0,1,0,0,0,0,0,0
202.064,2,5,2,4,0,0,1,0,0,0,0,0,0,0
202.064,2,5,2,4,0,0,1,0,0,0,0,0,0,0
168,1,2,1,2,0,0,0,0,0,0,0,1,0,0
121,1,3,0,6,0,0,0,0,0,1,0,0,0,0
168,1,2,1,1,0,0,0,0,0,0,0,1,0,0
180,1,2,1,1,0,0,0,0,0,1,0,0,0,0
200,1,2,1,1,0,0,0,0,0,1,0,0,0,0
120,1,2,1,1,0,0,0,0,0,1,0,0,0,0
132.864,1,4,1,2,0,0,1,0,0,0,0,0,0,0
43.065,1,2,1,1,0,0,0,0,0,0,1,0,0,0
119,1,2,1,1,0,0,0,0,0,1,0,0,0,0
75,1,2,1,1,0,0,0,0,0,1,0,0,0,0
403.2,1,3,1,1,0,0,0,0,0,0,0,1,0,0
138.4,1,2,1,1,0,0,1,0,0,0,0,0,0,0
200,1.5,3,1,1,0,0,0,0,0,1,0,0,0,0
130,1.5,3,1,1,0,0,0,0,0,1,0,0,0,0
225,1.5,2,1,1,0,0,0,0,0,1,0,0,0,0
29.7,1,6,1,1,0,0,0,0,0,0,1,0,0,0
115,1,6,2,2,0,0,0,0,0,1,0,0,0,0
99,1,4,1,2,0,0,0,0,0,1,0,0,0,0
61.38,1,4,1,2,0,0,0,0,0,0,1,0,0,0
412.16,1,4,1,1,0,0,0,0,0,0,0,1,0,0
126,1,6,2,4,0,0,0,0,0,1,0,0,0,0
13.035,1,1,1,1,0,0,0,0,0,0,1,0,0,0
89.6,1,1,1,1,0,0,0,0,0,0,0,1,0,0
39.105,1,3,1,1,0,0,0,0,0,0,1,0,0,0
56,1.5,2,1,1,0,0,0,0,0,1,0,0,0,0
41.602,1,2,1,2,0,0,0,1,0,0,0,0,0,0
50,2.5,1,1,1,0,0,0,0,0,1,0,0,0,0
43.4,1,2,1,1,0,0,0,0,1,0,0,0,0,0
46.5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
37.2,1,2,1,1,0,0,0,0,1,0,0,0,0,0
86.24,1,2,1,1,0,0,0,0,0,0,0,1,0,0
87.296,1,2,1,1,0,0,0,0,1,0,0,0,0,0
58.9,1,2,1,1,0,0,0,0,1,0,0,0,0,0
134.2,1.5,4,1,1,0,0,0,0,0,0,0,0,0,0
268.8,1,4,2,2,0,0,0,0,0,0,0,1,0,0
90,1,4,2,2,0,0,0,0,0,1,0,0,0,0
24.49,1,2,1,1,0,0,0,0,1,0,0,0,0,0
67.2,1,2,0,1,0,0,0,0,0,0,0,1,0,0
184,1,2,2,2,0,0,0,0,0,1,0,0,0,0
37.82,1,3,1,1,0,0,0,1,0,0,0,0,0,0
27.869,1,3,1,1,0,0,0,0,1,0,0,0,0,0
56,1,1,0,1,0,0,0,0,0,0,0,1,0,0
77.5,1,2,1,0,0,0,0,0,1,0,0,0,0,0
168.848,2,4,2,2,0,0,1,0,0,0,0,0,0,0
131.999,1,2,1,1,0,0,0,0,0,0,0,0,1,0
276.8,1,4,2,1,0,0,1,0,0,0,0,0,0,0
226.798,1,3,1,1,0,0,0,0,0,0,0,0,0,0
175,1,8,3,3,0,0,0,0,0,1,0,0,0,0
175,2,4,2,2,0,0,0,0,0,1,0,0,0,0
362.34,2.5,4,3,3,0,0,0,0,0,0,0,0,0,0
86.8,1.5,2,1,2,0,0,0,0,1,0,0,0,0,0
70,1,1,1,1,0,0,0,0,0,1,0,0,0,0
359,2,6,3,4,0,0,0,0,0,1,0,0,0,0
135,1,1,3,1,0,0,0,0,0,1,0,0,0,0
50.996,1,2,1,1,0,0,0,0,0,0,0,0,0,0
55.022,1,2,1,1,0,0,0,0,0,0,0,0,0,0
48.44,1,2,1,1,0,0,1,0,0,0,0,0,0,0
145.6,1.5,2,1,1,0,0,0,0,0,0,0,1,0,0
67,1,2,0,1,0,0,0,0,0,1,0,0,0,0
339,1.5,6,2,3,0,0,0,0,0,1,0,0,0,0
306.88,2,6,3,5,0,0,0,0,0,0,0,0,0,1
222.132,3,10,5,5,0,0,1,0,0,0,0,0,0,0
272.16,1,8,3,4,0,0,0,0,0,0,0,1,0,0
128.8,2,5,2,2,0,0,0,0,0,0,0,1,0,0
327,2,10,3,5,0,0,0,0,0,1,0,0,0,0
167.75,1.5,6,3,6,0,0,0,0,0,0,0,0,0,0
24.554,1,2,1,1,0,0,0,1,0,0,0,0,0,0
190.4,1,6,2,2,0,0,0,0,0,0,0,1,0,0
234,1,2,1,2,0,0,0,0,0,1,0,0,0,0
148.96,1,2,1,2,0,0,0,0,0,0,0,1,0,0
25.529,1,2,1,2,0,0,0,1,0,0,0,0,0,0
232,1,2,1,2,0,0,0,0,0,1,0,0,0,0
274,1,2,1,2,0,0,0,0,0,1,0,0,0,0
112,1,2,1,2,0,0,0,0,0,0,0,1,0,0
28.365,1,6,2,5,0,0,0,1,0,0,0,0,0,0
12.698,1,7,1,1,0,0,0,1,0,0,0,0,0,0
71.68,1,4,1,4,0,0,0,0,0,0,0,1,0,0
166.88,1.5,4,2,1,0,0,0,0,0,0,0,1,0,0
76.16,1,2,1,0,0,0,0,0,0,0,0,1,0,0
42.548,1.5,3,1,2,0,0,0,1,0,0,0,0,0,0
45.628,1,1,1,0,0,0,0,0,0,0,0,0,0,0
200,1,3,1,2,0,0,0,0,0,1,0,0,0,0
66.185,1.5,5,2,3,0,0,0,1,0,0,0,0,0,0
152.24,1,2,1,1,0,0,1,0,0,0,0,0,0,0
24.99,1,2,1,1,0,0,0,1,0,0,0,0,0,0
271.04,1,2,1,1,0,0,0,0,0,0,0,1,0,0
168,1,2,1,1,0,0,0,0,0,0,0,1,0,0
22.692,1,2,1,1,0,0,0,1,0,0,0,0,0,0
181.17,1,2,1,1,0,0,0,0,0,0,0,0,0,0
100.8,1,2,1,1,0,0,0,0,0,0,0,1,0,0
15.743,1,2,1,1,0,0,0,1,0,0,0,0,0,0
110.88,1,2,1,1,0,0,0,0,0,0,0,1,0,0
194.88,1,2,1,1,0,0,0,0,0,0,0,1,0,0
87.36,1,2,1,1,0,0,0,0,0,0,0,1,0,0
112.796,1,2,1,1,0,0,1,0,0,0,0,0,0,0
42.548,1,2,1,1,0,0,0,1,0,0,0,0,0,0
61.458,1,2,1,1,0,0,0,1,0,0,0,0,0,0
95.2,1,2,1,1,0,0,0,0,0,0,0,1,0,0
18.91,1,2,1,1,0,0,0,1,0,0,0,0,0,0
17.426,1,2,1,1,0,0,0,1,0,0,0,0,0,0
23.638,1,2,1,1,0,0,0,1,0,0,0,0,0,0
221.43,1,2,1,1,0,0,0,0,0,0,0,0,0,0
107.52,1,2,1,1,0,0,0,0,0,0,0,1,0,0
30.795,1,2,1,1,0,0,0,1,0,0,0,0,0,0
126,1,2,1,1,0,0,0,0,0,1,0,0,0,0
105.28,1,2,1,1,0,0,0,0,0,0,0,1,0,0
145.6,1,2,1,1,0,0,0,0,0,0,0,1,0,0
22.692,1,2,1,1,0,0,0,1,0,0,0,0,0,0
49.166,1,2,1,1,0,0,0,1,0,0,0,0,0,0
116.48,1,2,1,1,0,0,0,0,0,0,0,1,0,0
115.36,1,2,1,1,0,0,0,0,0,0,0,1,0,0
25.406,1,2,1,1,0,0,0,1,0,0,0,0,0,0
224,1,2,1,1,0,0,0,0,0,0,0,1,0,0
28.365,1,2,1,1,0,0,0,1,0,0,0,0,0,0
134.4,1,2,1,1,0,0,0,0,0,0,0,1,0,0
108.64,1,2,1,1,0,0,0,0,0,0,0,1,0,0
241.56,1,2,1,1,0,0,0,0,0,0,0,0,0,0
275.11,1,2,1,1,0,0,0,0,0,0,0,0,0,0
73.81,1,2,1,1,0,0,0,0,0,0,0,0,0,0
125,1,2,1,1,0,0,0,0,0,1,0,0,0,0
96.32,1,2,1,1,0,0,0,0,0,0,0,1,0,0
20.801,1,2,1,1,0,0,0,1,0,0,0,0,0,0
33.093,1.5,3,1,1,0,0,0,1,0,0,0,0,0,0
33.093,1,4,1,1,0,0,0,1,0,0,0,0,0,0
103.8,1,4,1,1,0,0,1,0,0,0,0,0,0,0
78.4,1,4,2,2,0,0,0,0,0,0,0,0,0,1
78.4,1,4,2,2,0,0,0,0,0,0,0,1,0,0
188.16,1,4,2,2,0,0,0,0,0,0,0,1,0,0
235.2,1,4,2,2,0,0,0,0,0,0,0,1,0,0
35.39,1,2,1,1,0,0,0,1,0,0,0,0,0,0
93,1,4,1,1,0,0,0,0,0,1,0,0,0,0
336,2,6,3,4,0,0,0,0,0,0,0,1,0,0
37.82,1,2,1,1,0,0,0,1,0,0,0,0,0,0
69.784,1,2,1,1,0,0,0,0,0,0,0,0,0,0
65,1,2,1,1,0,0,0,0,0,1,0,0,0,0
155.68,1,2,1,1,0,0,0,0,0,0,0,1,0,0
168,1,2,1,1,0,0,0,0,0,0,0,1,0,0
88.572,1,2,1,1,0,0,0,0,0,0,0,0,0,0
169.12,1,2,0,1,0,0,0,0,0,0,0,1,0,0
117.6,1,2,0,1,0,0,0,0,0,0,0,1,0,0
100.65,1,2,0,1,0,0,0,0,0,0,0,0,0,0
27.287,1,3,1,2,0,0,0,1,0,0,0,0,0,0
65.24,1.5,4,2,3,0,0,0,1,0,0,0,0,0,0
22.692,1,4,1,3,0,0,0,1,0,0,0,0,0,0
264.374,1,4,1,3,0,0,0,0,0,0,0,0,0,0
161.28,1,4,1,3,0,0,0,0,0,0,0,1,0,0
250,2.5,5,2,2,0,0,0,0,0,1,0,0,0,0
62.129,1.5,4,0,1,0,0,0,1,0,0,0,0,0,0
280,1,3,1,1,0,0,0,0,0,0,0,1,0,0
114,1,3,1,1,0,0,0,0,0,1,0,0,0,0
158.468,1,7,3,3,0,0,1,0,0,0,0,0,0,0
159.04,2.5,4,2,2,0,0,0,0,0,0,0,1,0,0
224,2,6,3,3,0,0,0,0,0,0,0,1,0,0
53.894,1.5,2,1,1,0,0,0,1,0,0,0,0,0,0
336,1,4,2,3,0,0,0,0,0,0,0,1,0,0
70.913,1,4,2,3,0,0,0,1,0,0,0,0,0,0
187.88,1,4,2,2,0,0,0,0,0,0,0,0,0,0
284.412,2.5,7,4,4,0,0,1,0,0,0,0,0,0,0
224,1,4,1,1,0,0,0,0,0,1,0,0,0,0
312.48,2,4,2,2,0,0,0,0,0,0,0,1,0,0
134.2,2,4,2,2,0,0,0,0,0,0,0,0,0,0
362.34,2,4,2,2,0,0,0,0,0,0,0,0,0,0
168,2,4,2,2,0,0,0,0,0,0,0,1,0,0
268.4,2,4,2,2,0,0,0,0,0,0,0,0,0,0
347.578,1,2,1,1,0,0,0,0,0,0,0,0,0,0
231,1,4,1,4,0,0,0,0,0,1,0,0,0,0
8.642,1,2,1,1,0,0,0,1,0,0,0,0,0,0
343.552,2.5,6,3,4,0,0,0,0,0,0,0,0,0,0
37.82,1.5,3,2,3,0,0,0,1,0,0,0,0,0,0
314.028,2,8,4,4,0,0,0,0,0,0,0,0,0,0
190.564,1,4,1,3,0,0,0,0,0,0,0,0,0,0
112,1,2,1,2,0,0,0,0,0,0,0,1,0,0
40,2.5,2,1,1,0,0,0,0,0,1,0,0,0,0
123.464,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
224,1,4,2,2,0,0,0,0,0,0,0,1,0,0
38.918,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0
37.82,2,4,2,3,0,0,0,1,0,0,0,0,0,0
258.808,1,6,2,3,0,0,1,0,0,0,0,0,0,0
63.821,1.5,2,1,2,0,0,0,1,0,0,0,0,0,0
165,1,5,2,3,0,0,0,0,0,1,0,0,0,0
112,1,2,1,1,0,0,0,0,0,1,0,0,0,0
280,1.5,4,1,2,0,0,0,0,0,0,0,1,0,0
369.05,2.5,6,3,0,0,0,0,0,0,0,0,0,0,0
25.122,1,3,1,0,0,0,0,1,0,0,0,0,0,0
147.62,1,2,1,1,0,0,0,0,0,0,0,0,0,0
201.6,1,2,1,1,0,0,0,0,0,0,0,1,0,0
184,2,5,2,2,0,0,0,0,0,1,0,0,0,0
112,1,2,1,0,0,0,0,0,0,0,0,1,0,0
187.88,1,2,1,0,0,0,0,0,0,0,0,0,0,0
171.776,1,2,1,0,0,0,0,0,0,0,0,0,0,0
168,1,2,1,0,0,0,0,0,0,0,0,1,0,0
351.68,1,2,1,0,0,0,0,0,0,0,0,1,0,0
168,1,2,1,0,0,0,0,0,0,0,0,1,0,0
29.311,1,3,1,2,0,0,0,1,0,0,0,0,0,0
26.474,1,3,1,2,0,0,0,1,0,0,0,0,0,0
20.801,1,3,1,2,0,0,0,1,0,0,0,0,0,0
168,1,3,1,2,0,0,0,0,0,0,0,1,0,0
20.76,1,1,1,4,1,0,1,0,0,0,0,0,0,0
44.032,1,6,2,4,0,0,0,1,0,0,0,0,0,0
179.92,1,2,1,1,0,0,1,0,0,0,0,0,0,0
161.04,1,4,3,4,0,0,0,0,0,0,0,0,0,0
174.46,1,4,1,1,0,0,0,0,0,0,0,0,0,0
30.795,1,1,0,1,0,0,0,1,0,0,0,0,0,0
169.092,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
206.216,2,4,2,2,0,0,1,0,0,0,0,0,0,0
44.286,1,2,1,2,0,0,0,0,0,0,0,0,0,0
77.28,1.5,3,2,2,0,0,0,0,0,0,0,0,0,1
275.11,3,6,3,3,0,0,0,0,0,0,0,0,0,0
23.638,1,4,0,0,0,0,0,1,0,0,0,0,0,0
227.36,1,4,1,2,0,0,0,0,0,0,0,1,0,0
24.583,1,4,1,2,0,0,0,1,0,0,0,0,0,0
