"price","bathrooms","accomodate","bedrooms","beds","Shared room","Hotel room","Australie","Argentine","Thaïlande","USA","Bresil","France","Japon","Espagne"
163.35,2,4,1,0,0,0,0,0,0,0,1,0,0,0
207.6,2,4,3,3,0,0,1,0,0,0,0,0,0,0
408.28,2,8,4,4,0,0,1,0,0,0,0,0,0,0
107.25,1,5,2,2,0,0,0,0,0,0,1,0,0,0
46.53,1,2,1,2,0,0,0,0,0,0,1,0,0,0
37.82,1,2,1,2,0,0,0,1,0,0,0,0,0,0
24.585,1,2,1,2,0,0,0,0,0,0,1,0,0,0
28.584,1,2,1,2,0,0,0,1,0,0,0,0,0,0
91.84,1,2,0,2,0,0,0,0,0,0,0,1,0,0
272.426,2,2,1,1,0,0,0,0,0,0,0,0,0,0
18.15,1,2,1,1,0,0,0,0,0,0,1,0,0,0
167.75,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
32.67,1,2,1,3,0,0,0,0,0,0,1,0,0,0
32.505,1,4,1,3,0,0,0,0,0,0,1,0,0,0
21.049,1,1,1,2,0,0,0,0,1,0,0,0,0,0
114.07,1,2,1,1,0,0,0,0,0,0,0,0,0,0
46.695,2.5,5,3,2,0,0,0,0,0,0,1,0,0,0
268.8,2,4,3,3,0,0,0,0,0,0,0,0,0,1
128.535,1,2,1,0,0,0,0,0,0,0,1,0,0,0
32.271,1,3,0,3,0,0,0,0,1,0,0,0,0,0
415.2,3,7,4,4,0,0,1,0,0,0,0,0,0,0
82.5,3,4,2,2,0,0,0,0,0,0,1,0,0,0
193.76,2.5,6,3,3,0,0,1,0,0,0,0,0,0,0
65.24,1.5,5,2,3,0,0,0,1,0,0,0,0,0,0
134.4,1,2,1,1,0,0,0,0,0,0,0,1,0,0
134.2,1,2,1,1,0,0,0,0,0,0,0,0,0,0
124.56,1,2,1,1,0,0,1,0,0,0,0,0,0,0
59.4,1,2,1,1,0,0,0,0,0,0,1,0,0,0
311.4,1,2,1,1,0,0,1,0,0,0,0,0,0,0
335.5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
117.64,1,2,1,1,0,0,1,0,0,0,0,0,0,0
95.2,1,2,1,1,0,0,0,0,0,0,0,1,0,0
167.75,1,2,1,1,0,0,0,0,0,0,0,0,0,0
24.554,1,2,1,1,0,0,0,1,0,0,0,0,0,0
25.372,1,2,1,1,0,0,0,1,0,0,0,0,0,0
17.69,1,2,1,1,0,0,0,1,0,0,0,0,0,0
21.936,1,2,1,1,0,0,0,1,0,0,0,0,0,0
42.9,1,2,1,1,0,0,0,0,0,0,1,0,0,0
37.95,1,2,1,1,0,0,0,0,0,0,1,0,0,0
168,1,2,1,1,0,0,0,0,0,0,0,1,0,0
261.69,1,2,1,1,0,0,0,0,0,0,0,0,0,0
55.8,1,2,1,1,0,0,0,0,1,0,0,0,0,0
90.75,2.5,8,2,2,0,0,0,0,0,0,1,0,0,0
49.005,3,4,2,3,0,0,0,0,0,0,1,0,0,0
242.2,1,4,1,1,0,0,1,0,0,0,0,0,0,0
65.67,1,4,1,1,0,0,0,0,0,0,1,0,0,0
123.75,1,4,1,1,0,0,0,0,0,0,1,0,0,0
25.41,1,4,1,1,0,0,0,0,0,0,1,0,0,0
82.5,1,4,1,1,0,0,0,0,0,0,1,0,0,0
36.96,1,4,1,1,0,0,0,0,0,0,1,0,0,0
248.428,1,6,3,3,0,0,1,0,0,0,0,0,0,0
128.8,1,4,2,2,0,0,0,0,0,0,0,1,0,0
112.933,1,4,2,2,0,0,0,0,1,0,0,0,0,0
302.4,1,4,2,2,0,0,0,0,0,0,0,1,0,0
195.836,1,4,2,2,0,0,1,0,0,0,0,0,0,0
253.638,1,5,2,4,0,0,0,0,0,0,0,0,0,0
31.185,1,2,1,1,0,0,0,0,0,0,1,0,0,0
16.5,1,2,1,1,0,0,0,0,0,0,1,0,0,0
49.5,1,2,1,1,0,0,0,0,0,0,1,0,0,0
115.5,1,2,1,1,0,0,0,0,0,0,1,0,0,0
99,1.5,6,3,4,0,0,0,0,0,0,1,0,0,0
39.04,1,2,0,1,0,0,0,1,0,0,0,0,0,0
95.2,1,2,0,1,0,0,0,0,0,0,0,1,0,0
36.203,1,2,0,1,0,0,0,1,0,0,0,0,0,0
280,1,2,0,1,0,0,0,0,0,0,0,1,0,0
45.384,1,2,0,1,0,0,0,1,0,0,0,0,0,0
21.143,1,3,2,3,0,0,0,1,0,0,0,0,0,0
93,2,5,3,3,0,0,0,0,1,0,0,0,0,0
140.25,1,4,1,3,0,0,0,0,0,0,1,0,0,0
334.677,2,6,2,4,0,0,0,0,0,0,0,0,1,0
77.28,1.5,2,1,1,0,0,0,0,0,0,0,1,0,0
112,1,5,1,1,0,0,0,0,0,0,0,1,0,0
84.15,3,4,2,5,0,0,0,0,0,0,1,0,0,0
322.56,1,3,1,1,0,0,0,0,0,0,0,1,0,0
99,1,3,1,1,0,0,0,0,0,0,1,0,0,0
34.1,1,3,1,1,0,0,0,0,1,0,0,0,0,0
33.093,1,3,1,1,0,0,0,1,0,0,0,0,0,0
55.785,1,3,1,1,0,0,0,1,0,0,0,0,0,0
86.295,1,3,1,1,0,0,0,0,0,0,1,0,0,0
280.5,1.5,6,1,1,0,0,0,0,0,0,1,0,0,0
47.833,1,4,0,2,0,0,0,0,1,0,0,0,0,0
392,2,6,3,3,0,0,0,0,0,0,0,1,0,0
49.5,1,4,1,3,0,0,0,0,0,0,1,0,0,0
428.96,2,8,4,5,0,0,0,0,0,0,0,1,0,0
107.25,2.5,2,2,2,0,0,0,0,0,0,1,0,0,0
173,1,7,2,4,0,0,0,0,0,1,0,0,0,0
54.45,1,4,1,1,0,0,0,0,0,0,1,0,0,0
43.56,2.5,8,4,6,0,0,0,0,0,0,1,0,0,0
324.8,2,5,3,4,0,0,0,0,0,0,0,1,0,0
179.2,2,4,2,2,0,0,0,0,0,0,0,1,0,0
126.225,2,4,2,2,0,0,0,0,0,0,1,0,0,0
100.967,2,4,2,2,0,0,0,0,1,0,0,0,0,0
115.5,2,4,2,2,0,0,0,0,0,0,1,0,0,0
24.75,1,2,1,1,0,0,0,0,0,0,1,0,0,0
31.651,1,2,1,1,0,0,0,0,1,0,0,0,0,0
58.807,1,2,1,1,0,0,0,0,1,0,0,0,0,0
258.885,2.5,5,2,0,0,0,0,0,0,0,1,0,0,0
335.5,2.5,6,3,4,0,0,0,0,0,0,0,0,0,0
415.2,2.5,6,3,4,0,0,1,0,0,0,0,0,0,0
70.785,1,4,1,3,0,0,0,0,0,0,1,0,0,0
311.4,3,8,3,3,0,0,1,0,0,0,0,0,0,0
91.256,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
73.81,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
96.752,2,4,2,3,0,0,0,1,0,0,0,0,0,0
341.156,1,6,2,3,0,0,1,0,0,0,0,0,0,0
58.41,1.5,2,1,2,0,0,0,0,0,0,1,0,0,0
74.25,2,5,2,0,0,0,0,0,0,0,1,0,0,0
153.285,1.5,6,2,2,0,0,0,0,0,0,1,0,0,0
120,1,2,1,1,0,0,0,0,0,1,0,0,0,0
402.6,2,6,3,3,0,0,0,0,0,0,0,0,0,0
268.4,1,2,1,1,0,0,0,0,0,0,0,0,0,0
66.185,2,4,2,4,0,0,0,1,0,0,0,0,0,0
280,1,6,3,3,0,0,0,0,0,0,0,1,0,0
355.63,2,5,2,2,0,0,0,0,0,0,0,0,0,0
32.829,1,4,1,2,0,0,0,0,1,0,0,0,0,0
52.7,1,2,1,0,0,0,0,0,1,0,0,0,0,0
28.365,1,3,1,2,0,0,0,1,0,0,0,0,0,0
199.958,1,3,1,2,0,0,0,0,0,0,0,0,0,0
224,1,4,3,3,0,0,0,0,0,0,0,1,0,0
311.4,2,7,3,3,0,0,1,0,0,0,0,0,0,0
138.88,1,3,0,2,0,0,0,0,0,0,0,1,0,0
228.14,1.5,4,3,3,0,0,0,0,0,0,0,0,0,0
105.105,2.5,7,2,3,0,0,0,0,0,0,1,0,0,0
154.33,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
34.485,1,4,1,4,0,0,0,0,0,0,1,0,0,0
121.1,1,4,1,4,0,0,1,0,0,0,0,0,0,0
412.5,4,7,3,3,0,0,0,0,0,0,1,0,0,0
359.656,1,5,2,3,0,0,0,0,0,0,0,0,0,0
395.36,1,6,1,1,0,0,0,0,0,0,0,1,0,0
120.78,2,4,1,2,0,0,0,0,0,0,0,0,0,0
29.535,2,4,1,2,0,0,0,0,0,0,1,0,0,0
42.735,2,3,1,0,0,0,0,0,0,0,1,0,0,0
59.799,1,4,2,2,0,0,0,0,1,0,0,0,0,0
132.495,2,6,2,2,0,0,0,0,0,0,1,0,0,0
431.2,3,6,3,3,0,0,0,0,0,0,0,1,0,0
397.6,1.5,4,2,2,0,0,0,0,0,0,0,1,0,0
136.785,2,3,2,3,0,0,0,0,0,0,1,0,0,0
206.08,1,4,1,2,0,0,0,0,0,0,0,1,0,0
27.42,1,4,1,2,0,0,0,1,0,0,0,0,0,0
181.17,1,4,1,2,0,0,0,0,0,0,0,0,0,0
242.2,1,6,3,3,0,0,1,0,0,0,0,0,0,0
70.95,1,7,2,4,0,0,0,0,0,0,1,0,0,0
54.56,1.5,2,1,0,0,0,0,0,1,0,0,0,0,0
321.75,3.5,4,4,2,0,0,0,0,0,0,1,0,0,0
57.75,2.5,4,1,0,0,0,0,0,0,0,1,0,0,0
42.075,1.5,4,2,3,0,0,0,0,0,0,1,0,0,0
46.97,1,1,1,1,0,0,0,0,0,0,0,0,0,0
199,1,4,2,2,0,0,0,0,0,1,0,0,0,0
87.23,1,1,1,1,0,0,0,0,0,0,0,0,0,0
42.9,1,1,1,1,0,0,0,0,0,0,1,0,0,0
71,1,1,1,1,0,0,0,0,0,1,0,0,0,0
110,1,1,1,1,0,0,0,0,0,1,0,0,0,0
29.04,1.5,2,1,1,0,0,0,0,0,0,1,0,0,0
368,2,7,2,3,0,0,0,0,0,1,0,0,0,0
61.732,1,2,1,1,0,0,0,0,0,0,0,0,0,0
93.94,1,2,1,1,0,0,0,0,0,0,0,0,0,0
100,1,2,1,1,0,0,0,0,0,1,0,0,0,0
49.5,1,2,1,1,0,0,0,0,0,0,1,0,0,0
369.05,3,7,4,4,0,0,0,0,0,0,0,0,0,0
79.365,2,4,2,2,0,0,0,0,0,0,1,0,0,0
61.05,1,4,3,1,0,0,0,0,0,0,1,0,0,0
11.377,1,1,1,1,0,0,0,0,1,0,0,0,0,0
111,1,2,1,1,0,0,0,0,0,1,0,0,0,0
237,3,6,3,4,0,0,0,0,0,1,0,0,0,0
50.189,1,2,1,1,0,0,0,0,1,0,0,0,0,0
86.5,1,1,1,1,0,0,1,0,0,0,0,0,0,0
50.4,1,2,1,1,0,0,0,0,0,0,0,1,0,0
85.095,1,2,1,1,0,0,0,1,0,0,0,0,0,0
49.335,1,4,1,1,0,0,0,0,0,0,1,0,0,0
244.869,1,4,2,2,0,0,0,0,1,0,0,0,0,0
377.19,1,2,1,1,0,0,0,0,0,0,1,0,0,0
80,1,1,1,1,0,0,0,0,0,1,0,0,0,0
168,2,2,1,1,0,0,0,0,0,0,0,0,0,1
271.04,2,4,2,2,0,0,0,0,0,0,0,1,0,0
95.2,1,2,1,1,0,0,0,0,0,0,0,0,0,1
240.816,2,6,3,4,0,0,1,0,0,0,0,0,0,0
89.6,1,2,1,2,0,0,0,0,0,0,0,0,0,1
127.197,1,5,1,2,0,0,0,0,0,0,0,0,1,0
133.28,1,4,1,2,0,0,0,0,0,0,0,1,0,0
70,1,1,1,1,0,0,0,0,0,1,0,0,0,0
136.64,1,2,1,1,0,0,0,0,0,0,0,1,0,0
344.894,1,4,2,6,0,0,0,0,0,0,0,0,0,0
275,3,6,2,4,0,0,0,0,0,1,0,0,0,0
382.47,1,2,1,1,0,0,0,0,0,0,0,0,0,0
60,1,2,1,1,0,0,0,0,0,1,0,0,0,0
67.1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
164,1,2,1,1,0,0,0,0,0,1,0,0,0,0
21.78,2,3,1,2,0,0,0,0,0,0,1,0,0,0
46.5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
47.275,1,2,1,1,0,0,0,1,0,0,0,0,0,0
83,1,2,1,1,0,0,0,0,0,1,0,0,0,0
14.476,1,1,1,1,1,0,0,1,0,0,0,0,0,0
187.04,2,4,2,2,0,0,0,0,0,0,0,0,0,1
246.4,1,2,1,1,0,0,0,0,0,0,0,1,0,0
24.75,1,4,1,1,0,0,0,0,0,0,1,0,0,0
209.44,1,4,1,2,0,0,0,0,0,0,0,1,0,0
249,1.5,3,1,1,0,0,0,0,0,1,0,0,0,0
59.36,1,1,1,1,0,0,0,0,0,0,0,0,0,1
41.602,1,2,1,2,0,0,0,1,0,0,0,0,0,0
188,1,2,1,1,0,0,0,0,0,1,0,0,0,0
73,2,1,3,1,0,0,0,0,0,1,0,0,0,0
11.251,3,1,9,1,0,0,0,1,0,0,0,0,0,0
64.571,1,4,2,3,0,0,0,1,0,0,0,0,0,0
120,2,3,1,2,0,0,0,1,0,0,0,0,0,0
347.578,1,1,1,1,0,0,0,0,0,0,0,0,0,0
107.26,2,8,3,4,0,0,1,0,0,0,0,0,0,0
41.602,1.5,2,1,0,0,0,0,1,0,0,0,0,0,0
115.5,2,6,2,3,0,0,0,0,0,0,1,0,0,0
126.148,1,2,1,1,0,0,0,0,0,0,0,0,0,0
358.4,1,2,1,1,0,0,0,0,0,0,0,1,0,0
26.84,2.5,2,1,1,0,0,0,0,0,0,0,0,0,0
245.586,1,1,1,1,0,0,0,0,0,0,0,0,0,0
202.72,1,2,1,1,0,0,0,0,0,0,0,1,0,0
179.2,1,3,1,1,0,0,0,0,0,0,0,1,0,0
80,1.5,4,1,2,0,0,0,0,0,1,0,0,0,0
174.46,1,13,1,4,0,0,0,0,0,0,0,0,0,0
191.684,2,5,3,3,0,0,1,0,0,0,0,0,0,0
199,1,4,2,2,0,0,0,0,0,1,0,0,0,0
133.28,1,2,0,1,0,0,0,0,0,0,0,1,0,0
52.003,1.5,2,1,1,0,0,0,1,0,0,0,0,0,0
23.638,1,2,0,2,0,0,0,1,0,0,0,0,0,0
29.7,2,1,1,1,0,0,0,0,0,0,1,0,0,0
7.5,1,1,1,1,0,0,0,1,0,0,0,0,0,0
84,1,2,1,2,0,0,0,0,0,1,0,0,0,0
66,2.5,6,3,3,0,0,0,0,0,0,1,0,0,0
83.04,1,2,1,1,0,0,1,0,0,0,0,0,0,0
268.4,1,2,1,1,0,0,0,0,0,0,0,0,0,0
182.325,2,4,1,2,0,0,0,0,0,0,1,0,0,0
85,1.5,2,1,1,0,0,0,0,0,1,0,0,0,0
100.8,1,4,1,2,0,0,0,0,0,0,0,1,0,0
70,2,2,1,1,0,0,0,0,0,1,0,0,0,0
220.64,1,2,1,1,0,0,0,0,0,0,0,1,0,0
118.72,1,2,1,0,0,0,0,0,0,0,0,1,0,0
161.04,1.5,2,1,0,0,0,0,0,0,0,0,0,0,0
222.88,1,4,2,2,0,0,0,0,0,0,0,1,0,0
50.4,1,2,0,1,0,0,0,0,0,0,0,1,0,0
118.606,2,5,2,2,0,0,0,0,1,0,0,0,0,0
65.835,1,6,2,3,0,0,0,0,0,0,1,0,0,0
95.949,1,2,1,2,0,0,0,0,0,0,0,0,1,0
218,2.5,2,2,0,0,0,0,0,0,1,0,0,0,0
246.4,1,6,2,0,0,0,0,0,0,0,0,0,0,1
207.2,0,4,0,1,0,0,0,0,0,0,0,1,0,0
85,1,1,1,1,0,0,0,0,0,1,0,0,0,0
62,1,2,1,1,0,0,0,0,1,0,0,0,0,0
91.84,1,2,1,1,0,0,0,0,0,0,0,1,0,0
48.16,1,2,1,1,0,0,0,0,0,0,0,1,0,0
38.75,1,2,1,1,0,0,0,0,1,0,0,0,0,0
45,1,2,1,1,0,0,0,0,0,1,0,0,0,0
37.2,1,2,1,1,0,0,0,0,1,0,0,0,0,0
108.64,1,2,1,1,0,0,0,0,0,0,0,1,0,0
43.682,1,2,1,1,0,0,0,1,0,0,0,0,0,0
119,1,4,1,1,0,0,0,0,0,1,0,0,0,0
114.07,1,2,1,1,0,0,0,0,0,0,0,0,0,0
37.169,2,4,2,0,0,0,0,0,1,0,0,0,0,0
100.8,1,2,0,1,0,0,0,0,0,0,0,1,0,0
20.896,1,2,0,1,0,0,0,1,0,0,0,0,0,0
47.275,1,3,1,2,0,0,0,1,0,0,0,0,0,0
40,1,2,1,2,0,0,0,0,0,1,0,0,0,0
326.106,1,4,2,3,0,0,0,0,0,0,0,0,0,0
160.16,3.5,4,1,0,0,0,0,0,0,0,0,1,0,0
120,1,3,1,1,0,0,0,0,0,1,0,0,0,0
113.12,1,3,1,1,0,0,0,0,0,0,0,1,0,0
45.88,1,3,1,1,0,0,0,0,1,0,0,0,0,0
179.2,1,3,1,1,0,0,0,0,0,0,0,1,0,0
130,1,3,1,1,0,0,0,0,0,1,0,0,0,0
193.248,1,4,1,2,0,0,0,0,0,0,0,0,0,0
25.079,1,3,2,3,0,0,0,0,1,0,0,0,0,0
120,1,4,1,2,0,0,0,0,0,1,0,0,0,0
159.16,1,2,2,1,0,0,1,0,0,0,0,0,0,0
168,1,4,2,2,0,0,0,0,0,0,0,1,0,0
46.5,2,4,2,2,0,0,0,0,1,0,0,0,0,0
198,2,4,2,2,0,0,0,0,0,0,1,0,0,0
64.48,1,2,1,1,0,0,0,0,1,0,0,0,0,0
301.28,2,6,1,0,0,0,0,0,0,0,0,1,0,0
88.572,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
18.645,1.5,2,1,1,0,0,0,0,0,0,1,0,0,0
34,1.5,2,1,1,0,0,0,0,0,1,0,0,0,0
57.676,2,2,1,1,0,0,0,1,0,0,0,0,0,0
46.5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
83.204,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
30.69,1,3,1,0,0,0,0,0,1,0,0,0,0,0
32.55,1,2,1,1,0,0,0,0,1,0,0,0,0,0
51.801,1,2,1,1,0,0,0,0,1,0,0,0,0,0
52.669,2,4,2,4,0,0,0,0,1,0,0,0,0,0
25.412,1,2,1,0,0,0,0,1,0,0,0,0,0,0
69.608,1,3,1,2,0,0,0,0,0,0,0,0,1,0
37.149,1,3,1,2,0,0,0,1,0,0,0,0,0,0
134.4,1,3,1,2,0,0,0,0,0,0,0,0,0,1
26.88,0.5,1,1,1,0,0,0,0,0,0,0,0,0,1
100.303,1.5,2,1,1,0,0,0,0,0,0,0,0,1,0
33.093,1.5,2,1,1,0,0,0,1,0,0,0,0,0,0
159,1.5,7,2,3,0,0,0,0,0,1,0,0,0,0
221.919,9,16,9,36,0,0,0,1,0,0,0,0,0,0
106.498,5,3,1,4,1,0,0,0,0,0,0,0,1,0
59.512,1,4,1,1,0,0,1,0,0,0,0,0,0,0
51.81,1,4,1,2,0,0,0,0,0,0,1,0,0,0
29.178,1,4,1,2,0,0,0,1,0,0,0,0,0,0
27.987,1,4,2,0,0,0,0,1,0,0,0,0,0,0
36.425,1,1,1,1,0,0,0,0,1,0,0,0,0,0
60,1,1,1,1,0,0,0,0,0,1,0,0,0,0
35,1,1,1,1,0,0,0,0,0,1,0,0,0,0
331.474,2,6,2,3,0,0,0,0,0,0,0,0,0,0
60.225,2,4,2,0,0,0,0,0,0,0,1,0,0,0
37.82,1,2,0,0,0,0,0,1,0,0,0,0,0,0
34.6,1,2,1,1,0,0,1,0,0,0,0,0,0,0
29.264,1.5,2,1,1,0,0,0,0,1,0,0,0,0,0
228.14,1,4,1,1,0,0,0,0,0,0,0,0,0,0
107.36,2,1,1,2,0,0,0,0,0,0,0,0,0,0
161.04,1,2,1,3,0,0,0,0,0,0,0,0,0,0
415.2,2,7,4,5,0,0,1,0,0,0,0,0,0,0
118.216,1,2,1,0,0,0,0,1,0,0,0,0,0,0
40.828,1,1,1,1,0,0,1,0,0,0,0,0,0,0
70,1,2,0,1,0,0,0,0,0,1,0,0,0,0
320.32,1,2,1,1,0,0,0,0,0,0,0,1,0,0
165,1.5,4,2,3,0,0,0,0,0,0,1,0,0,0
145,1,4,1,1,0,0,0,0,0,1,0,0,0,0
265,1,3,1,1,0,0,0,0,0,1,0,0,0,0
150,1,3,1,1,0,0,0,0,0,1,0,0,0,0
125,1.5,2,1,1,0,0,0,0,0,1,0,0,0,0
67.1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
80.52,1,2,1,4,0,0,0,0,0,0,0,0,0,0
420,2,4,2,3,0,0,0,0,0,0,0,0,0,1
68.2,4,13,4,8,0,0,0,0,1,0,0,0,0,0
45,2,1,4,1,0,0,0,0,0,1,0,0,0,0
199.36,1,4,1,0,0,0,0,0,0,0,0,1,0,0
132.858,2,5,2,2,0,0,0,0,0,0,0,0,0,0
55.8,1,2,1,4,0,0,0,0,1,0,0,0,0,0
61.05,1,2,1,1,0,0,0,0,0,0,1,0,0,0
347.578,1,2,1,1,0,0,0,0,0,0,0,0,0,0
341.589,3,8,4,4,0,0,0,0,1,0,0,0,0,0
90.75,2.5,4,3,2,0,0,0,0,0,0,1,0,0,0
392,1,3,0,0,0,0,0,0,0,0,0,1,0,0
335.62,1,5,3,5,0,0,1,0,0,0,0,0,0,0
62.28,1,2,1,1,0,0,1,0,0,0,0,0,0,0
52.483,1,2,1,1,0,0,0,0,1,0,0,0,0,0
295.68,1,4,1,2,0,0,0,0,0,0,0,1,0,0
76.812,1,2,1,1,0,0,1,0,0,0,0,0,0,0
190,1,2,1,1,0,0,0,0,0,1,0,0,0,0
325,1,4,2,2,0,0,0,0,0,1,0,0,0,0
330,1,1,1,5,0,0,0,0,0,0,1,0,0,0
148.96,0.5,2,0,1,0,0,0,0,0,0,0,1,0,0
17.05,2,1,1,30,1,0,0,0,1,0,0,0,0,0
73.346,1,2,30,1,0,1,0,0,1,0,0,0,0,0
102,1,1,1,1,0,0,0,0,0,1,0,0,0,0
54.45,2,2,1,1,0,0,0,0,0,0,1,0,0,0
117.6,1,2,1,1,0,0,0,0,0,0,0,1,0,0
28.365,1,4,2,3,0,0,0,1,0,0,0,0,0,0
87,1,4,1,1,0,0,0,0,0,1,0,0,0,0
56.73,1,3,1,3,0,0,0,1,0,0,0,0,0,0
67.1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
59.551,1,2,1,1,0,0,0,0,1,0,0,0,0,0
38.633,1,2,0,1,0,0,0,1,0,0,0,0,0,0
93.42,1,2,0,1,0,0,1,0,0,0,0,0,0,0
15.18,1,6,2,5,0,0,0,0,0,0,1,0,0,0
189,1,3,1,1,0,0,0,0,0,1,0,0,0,0
250,2,4,2,2,0,0,0,0,0,1,0,0,0,0
170,1,5,2,4,0,0,0,0,0,1,0,0,0,0
111,2,1,1,1,0,0,0,0,0,1,0,0,0,0
84,1.5,1,2,1,0,0,0,0,0,0,0,0,0,1
186.538,1,2,1,1,0,0,0,0,0,0,0,0,0,0
42.005,1.5,2,1,1,0,0,0,0,1,0,0,0,0,0
332,2,4,2,2,0,0,0,0,0,1,0,0,0,0
24.205,1,4,1,2,0,0,0,1,0,0,0,0,0,0
255.36,1,4,1,2,0,0,0,0,0,0,0,1,0,0
118,1,1,1,1,0,0,0,0,0,1,0,0,0,0
140,1.5,4,2,2,0,0,0,0,0,0,0,0,0,1
111.386,1,1,1,1,0,0,0,0,0,0,0,0,0,0
17.05,1,2,1,1,0,0,0,0,1,0,0,0,0,0
90,1.5,2,1,1,0,0,0,0,0,1,0,0,0,0
36.307,1,2,1,2,0,0,0,1,0,0,0,0,0,0
31.334,1,2,1,2,0,0,0,1,0,0,0,0,0,0
46.97,1.5,1,1,0,0,0,0,0,0,0,0,0,0,0
120,1,3,1,2,0,0,0,0,0,1,0,0,0,0
23.777,1,2,1,1,0,0,0,0,1,0,0,0,0,0
95.2,1,2,1,1,0,0,0,0,0,0,0,1,0,0
114.07,1,2,1,1,0,0,0,0,0,0,0,0,0,0
130,1,2,1,1,0,0,0,0,0,1,0,0,0,0
36.425,1,2,1,1,0,0,0,0,1,0,0,0,0,0
27.42,1,2,1,1,0,0,0,1,0,0,0,0,0,0
33.093,1,2,1,1,0,0,0,1,0,0,0,0,0,0
120,1,2,1,1,0,0,0,0,0,1,0,0,0,0
96,1,2,1,1,0,0,0,0,0,1,0,0,0,0
124.56,1,2,1,1,0,0,1,0,0,0,0,0,0,0
20.15,1,2,1,1,0,0,0,0,1,0,0,0,0,0
13.695,2,1,1,4,1,0,0,0,0,0,1,0,0,0
33.093,1,4,1,1,0,0,0,1,0,0,0,0,0,0
100,1,4,2,2,0,0,0,0,0,1,0,0,0,0
33.093,1,2,0,1,0,0,0,1,0,0,0,0,0,0
61.6,1,2,0,1,0,0,0,0,0,0,0,1,0,0
23.638,1,2,0,1,0,0,0,1,0,0,0,0,0,0
135,1,3,1,1,0,0,0,0,0,1,0,0,0,0
46.33,1,3,1,1,0,0,0,1,0,0,0,0,0,0
24.99,1,3,1,1,0,0,0,1,0,0,0,0,0,0
29.729,1,3,1,1,0,0,0,0,1,0,0,0,0,0
170,1,4,2,3,0,0,0,0,0,1,0,0,0,0
78.4,1,1,0,1,0,0,0,0,0,0,0,1,0,0
40,1,2,1,1,0,0,0,0,0,1,0,0,0,0
12.169,9,4,1,4,1,0,0,1,0,0,0,0,0,0
18.6,1,2,1,1,0,0,0,0,1,0,0,0,0,0
24.309,1,3,1,2,0,0,0,1,0,0,0,0,0,0
67.2,1,3,1,2,0,0,0,0,0,0,0,1,0,0
69.967,3,4,3,5,0,0,0,1,0,0,0,0,0,0
37.82,1.5,2,1,1,0,0,0,1,0,0,0,0,0,0
46.5,1.5,2,1,1,0,0,0,0,1,0,0,0,0,0
27.06,1,3,1,3,1,0,0,0,0,0,1,0,0,0
46,1,1,1,1,0,0,0,0,0,1,0,0,0,0
73.92,1,3,1,3,0,0,0,0,0,0,0,0,0,1
85.12,1,4,1,2,0,0,0,0,0,0,0,1,0,0
71,2,1,1,1,0,0,0,0,0,1,0,0,0,0
248.27,1,7,2,4,0,0,0,0,0,0,0,0,0,0
22.4,1,1,1,1,0,0,0,0,0,0,0,0,0,1
38.06,1,2,1,1,0,0,1,0,0,0,0,0,0,0
83,1,2,1,1,0,0,0,0,0,1,0,0,0,0
107.25,2,6,3,3,0,0,0,0,0,0,1,0,0,0
11.055,2,8,1,6,1,0,0,0,0,0,1,0,0,0
31.185,1.5,2,1,1,0,0,0,0,0,0,1,0,0,0
280,2,6,3,4,0,0,0,0,0,0,0,1,0,0
122.1,1.5,4,2,2,0,0,0,0,0,0,1,0,0,0
161.04,1,6,2,3,0,0,0,0,0,0,0,0,0,0
67.1,1,2,1,1,0,0,0,0,0,0,0,0,0,0
230,1,5,1,4,0,0,0,0,0,1,0,0,0,0
36.465,1,1,1,1,0,0,0,0,0,0,1,0,0,0
342.54,2,5,3,3,0,0,1,0,0,0,0,0,0,0
280,1,2,1,1,0,0,0,0,0,0,0,1,0,0
123.464,1,2,1,1,0,0,0,0,0,0,0,0,0,0
257.6,1,2,1,1,0,0,0,0,0,0,0,1,0,0
123.2,1,2,1,1,0,0,0,0,0,0,0,1,0,0
161.535,2,3,1,1,0,0,0,0,0,0,1,0,0,0
46.2,1,4,1,1,0,0,0,0,0,0,1,0,0,0
80.85,1,4,1,1,0,0,0,0,0,0,1,0,0,0
95.205,1,4,1,1,0,0,0,0,0,0,1,0,0,0
330,1,2,1,1,0,0,0,0,0,0,1,0,0,0
41.25,1,2,1,1,0,0,0,0,0,0,1,0,0,0
66,3,5,3,4,0,0,0,0,0,0,1,0,0,0
214.5,1,5,1,1,0,0,0,0,0,0,1,0,0,0
43.56,2,3,2,3,0,0,0,0,0,0,1,0,0,0
69.3,1,4,1,2,0,0,0,0,0,0,1,0,0,0
