"price","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","bathrooms","accomodate","bedrooms","beds","Shared room","Hotel room","France","Argentine","USA","Australie","Espagne","Bresil","Thaïlande","Japon"
276.64,5,5,5,5,5,5,1.5,6,1,6,0,0,0,0,0,0,1,0,0,0
155.68,5,4.89,4.89,4.78,4.89,4.89,1.5,4,1,2,0,0,1,0,0,0,0,0,0,0
105.28,4.67,4.67,4.67,5,4.67,4.67,1.5,4,1,2,0,0,1,0,0,0,0,0,0,0
17.397,5,5,5,5,5,5,1,3,1,0,0,0,0,1,0,0,0,0,0,0
96,5,5,5,5,5,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
166,5,5,5,5,5,5,2,6,3,3,0,0,0,0,1,0,0,0,0,0
17.482,5,5,4.93,5,5,4.67,1,2,1,1,0,0,0,1,0,0,0,0,0,0
42.548,4.92,4.92,4.92,4.92,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
115,4.5,4.5,4.5,5,4.5,4.5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
45.384,5,5,4.86,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
111.386,4.86,5,5,4.86,5,4.43,1,2,1,1,0,0,0,0,0,0,0,0,0,0
280,5,5,5,5,5,5,2,4,2,4,0,0,1,0,0,0,0,0,0,0
313.6,5,5,5,4.8,4.8,4.8,1,6,3,3,0,0,1,0,0,0,0,0,0,0
33.908,5,5,5,5,5,4.8,1,2,3,1,0,0,0,0,0,1,0,0,0,0
123.2,5,5,5,5,5,5,0,2,0,1,0,0,1,0,0,0,0,0,0,0
27.958,4.67,5,4.67,4.67,4.67,5,1,2,1,0,0,0,0,1,0,0,0,0,0,0
89.6,4,5,3,4,5,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0
112,5,5,5,4.67,5,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0
362.34,5,5,4.5,5,4.5,5,2,3,2,2,0,0,0,0,0,0,0,0,0,0
324.8,5,5,5,5,5,5,1,3,1,2,0,0,1,0,0,0,0,0,0,0
100.8,4,5,5,5,5,5,1,3,1,2,0,0,1,0,0,0,0,0,0,0
94.112,5,5,5,5,5,4,1,3,1,2,0,0,0,0,0,1,0,0,0,0
291.2,5,5,5,5,5,5,1,3,1,2,0,0,1,0,0,0,0,0,0,0
143.36,5,5,4.75,5,5,4.75,1,3,1,2,0,0,1,0,0,0,0,0,0,0
32.466,5,5,5,5,5,5,1,3,1,2,0,0,0,1,0,0,0,0,0,0
291.2,4.86,5,4.71,4.86,5,5,1,3,1,2,0,0,1,0,0,0,0,0,0,0
17.444,5,5,5,5,5,5,1,3,1,2,0,0,0,1,0,0,0,0,0,0
57.676,5,4.8,5,4.8,4.8,5,1.5,4,1,3,0,0,0,1,0,0,0,0,0,0
120.079,5,5,5,5,5,5,2,8,2,8,0,0,0,1,0,0,0,0,0,0
70.56,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
156.8,5,4.67,5,5,5,5,1.5,2,1,1,0,0,1,0,0,0,0,0,0,0
73.749,5,4.85,4.92,4.92,5,4.85,1.5,5,2,2,0,0,0,1,0,0,0,0,0,0
257.664,5,5,5,5,5,5,2.5,7,4,3,0,0,0,0,0,0,0,0,0,0
292,5,4.5,5,5,5,5,2,8,3,4,0,0,0,0,1,0,0,0,0,0
163.724,4.67,4.67,4.67,4.67,4.33,5,1,4,1,4,0,0,0,0,0,0,0,0,0,0
168,5,5,5,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
140,5,5,5,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
244.16,5,5,5,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
250.88,5,5,5,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
280,5,5,4,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
139.092,5,5,5,5,5,5,1,4,1,2,0,0,0,0,0,1,0,0,0,0
140,5,5,4.75,4.75,5,4.5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
207.2,4.5,4.5,4.5,4.5,4.5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
278.88,5,4.8,4.6,4.7,5,4.7,1,4,1,2,0,0,1,0,0,0,0,0,0,0
233,5,5,5,5,5,5,1,4,1,2,0,0,0,0,1,0,0,0,0,0
213.92,5,5,5,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
24.091,5,5,5,5,5,5,1,4,1,2,0,0,0,1,0,0,0,0,0,0
36.875,4.5,4.5,5,5,4.5,5,1,4,1,2,0,0,0,1,0,0,0,0,0,0
99,5,5,5,5,5,4.78,1,4,1,2,0,0,0,0,1,0,0,0,0,0
100.8,4.5,5,4.5,5,5,4.5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
224,5,5,5,5,5,5,1,4,1,2,0,0,1,0,0,0,0,0,0,0
145.6,5,5,4,5,5,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0
285.6,5,5,5,5,5,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0
392,5,5,5,5,5,5,1,4,2,0,0,0,1,0,0,0,0,0,0,0
117.6,5,4.93,5,5,5,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0
105,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
291.2,5,5,5,5,5,5,1.5,4,2,3,0,0,1,0,0,0,0,0,0,0
55,5,5,5,4,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
26,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
70,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
77.836,5,5,5,5,5,4.8,1,1,1,1,0,0,0,0,0,0,0,0,0,0
224.114,5,5,5,4.33,4.33,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0
117,5,5,5,5,4,5,1,6,2,2,0,0,0,0,1,0,0,0,0,0
151.548,5,5,5,5,5,5,2,6,2,3,0,0,0,0,0,1,0,0,0,0
18.91,5,5,5,5,5,5,0,2,1,1,0,0,0,1,0,0,0,0,0,0
149,5,5,4.67,5,5,5,1,4,2,3,0,0,0,0,1,0,0,0,0,0
41.44,5,5,4.83,5,5,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0
45,5,5,5,5,5,4.89,1,1,1,1,0,0,0,0,1,0,0,0,0,0
71.68,5,5,5,5,5,5,1,1,1,1,0,0,0,0,0,0,1,0,0,0
239,5,5,5,5,5,5,2,6,2,3,0,0,0,0,1,0,0,0,0,0
276.452,5,5,5,4.33,4.33,5,1,5,2,3,0,0,0,0,0,0,0,0,0,0
206,5,4.9,5,5,5,4.6,1,5,2,3,0,0,0,0,1,0,0,0,0,0
231.84,5,5,5,5,5,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0
96.624,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
53,5,5,5,5,5,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
46,5,5,4.9,5,5,4.9,1,2,1,1,0,0,0,0,1,0,0,0,0,0
174,5,5,4.8,5,5,5,2,4,2,2,0,0,0,0,1,0,0,0,0,0
216.596,5,5,5,5,5,5,2.5,8,4,5,0,0,0,0,0,1,0,0,0,0
128,5,5,5,5,5,5,2,4,2,2,0,0,0,0,1,0,0,0,0,0
58.128,5,4.83,4.67,5,4.83,5,1,3,1,2,0,0,0,0,0,1,0,0,0,0
194.59,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
168,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
167.75,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
39.2,5,5,5,5,5,5,1,1,2,2,0,0,1,0,0,0,0,0,0,0
372.296,5,5,5,5,5,4.67,3,10,5,5,0,0,0,0,0,1,0,0,0,0
52.997,4.92,4.92,4.92,4.92,5,4.77,1,2,1,2,0,0,0,0,0,0,0,0,0,1
228,5,5,5,5,5,5,2.5,4,2,2,0,0,0,0,1,0,0,0,0,0
178.994,4,5,4,5,5,4,5.5,12,4,0,0,0,0,0,0,0,0,0,1,0
37.82,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
37.2,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,1,0
235.2,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
28.904,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
48.701,5,5,4.5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,1,0
20.007,4.75,4.75,4.25,5,5,4.5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
77.055,4.88,4.88,5,5,5,5,1,4,1,1,0,0,0,0,0,0,0,1,0,0
207.2,5,5,4.5,5,5,5,1,4,2,2,0,0,1,0,0,0,0,0,0,0
282,5,5,4.5,5,5,5,1,4,2,2,0,0,0,0,1,0,0,0,0,0
217.404,5,5,5,5,5,4,2,6,3,4,0,0,0,0,0,0,0,0,0,0
35.65,5,5,5,5,5,4.75,1,2,1,1,0,0,0,0,0,0,0,0,1,0
346,4.95,5,4.95,4.91,5,4.95,1,2,1,1,0,0,0,0,0,1,0,0,0,0
40.42,5,5,5,5,5,4.8,1,2,0,1,0,0,0,1,0,0,0,0,0,0
72.8,5,5,5,5,5,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0
10.395,4.67,4.67,4.67,5,5,5,1,2,1,2,0,0,0,0,0,0,0,1,0,0
68.508,5,5,5,5,5,5,1.5,3,2,1,0,0,0,0,0,1,0,0,0,0
74.25,5,5,5,5,5,5,2.5,4,2,2,0,0,0,0,0,0,0,1,0,0
72,5,5,5,5,5,5,2.5,1,1,1,0,0,0,0,1,0,0,0,0,0
64.077,5,5,5,5,5,5,2,4,2,2,0,0,0,0,0,0,0,0,1,0
30.256,5,5,5,5,5,5,1,4,1,0,0,0,0,1,0,0,0,0,0,0
95.04,5,5,5,5,5,5,2,4,2,3,0,0,0,0,0,0,0,1,0,0
46.5,5,5,5,5,3.5,4.5,1,2,1,1,0,0,0,0,0,0,0,0,1,0
39.99,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,1,0
27.42,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
28.458,5,5,5,5,5,4.33,1,2,1,1,0,0,0,0,0,0,0,0,1,0
44.423,5,5,5,5,4.67,5,1,2,1,0,0,0,0,0,0,0,0,0,1,0
389,5,5,5,5,5,5,3,6,3,3,0,0,0,0,1,0,0,0,0,0
17,5,5,5,5,5,5,1,1,1,6,1,0,0,0,1,0,0,0,0,0
222.772,5,5,5,5,5,4.67,1,6,1,4,0,0,0,0,0,0,0,0,0,0
163.35,5,5,5,5,4.56,4.89,2.5,5,3,3,0,0,0,0,0,0,0,1,0,0
397.9,5,5,5,5,5,5,3,6,3,3,0,0,0,0,0,1,0,0,0,0
158.468,5,5,5,5,5,5,1,4,1,2,0,0,0,0,0,1,0,0,0,0
64.35,5,5,5,5,5,5,1,4,2,3,0,0,0,0,0,0,0,1,0,0
33,5,5,5,5,5,5,1.5,5,1,3,0,0,0,0,0,0,0,1,0,0
65.782,5,5,5,5,5,5,2,3,2,0,0,0,0,0,0,0,0,0,1,0
67.1,4.67,4.67,5,5,5,4.67,1,2,2,1,0,0,0,0,0,0,0,0,0,0
69,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
62.28,5,5,5,5,5,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0
42,5,5,5,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
21.45,5,5,5,5,5,5,1,1,1,1,0,0,0,0,0,0,0,1,0,0
30.256,5,5,5,4,5,5,1,3,3,2,0,0,0,1,0,0,0,0,0,0
42.56,4.5,4,5,4.5,5,4.5,1.5,1,1,2,0,0,0,0,0,0,1,0,0,0
123.75,5,5,5,5,5,5,2,6,2,3,0,0,0,0,0,0,0,1,0,0
53.599,5,5,5,5,5,5,1,4,1,2,0,0,0,0,0,0,0,0,1,0
68.442,4.78,4.78,4.78,5,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
82.5,5,5,5,5,5,5,2.5,6,3,0,0,0,0,0,0,0,0,1,0,0
59.396,5,5,5,5,5,5,2,3,2,2,0,0,0,0,0,0,0,0,1,0
103.8,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0
83.04,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0
55.36,5,5,4.9,5,5,4.9,1,2,1,1,0,0,0,0,0,1,0,0,0,0
147.396,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0
63.664,4.67,5,4.67,4.67,5,5,1,3,1,2,0,0,0,0,0,1,0,0,0,0
39.711,5,5,5,5,5,5,1,2,1,2,0,0,0,1,0,0,0,0,0,0
27.68,5,5,4.71,5,5,4.86,1,2,1,1,0,0,0,0,0,1,0,0,0,0
233.508,5,5,5,5,5,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0
67.1,5,5,5,5,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0
62.81,5,5,5,5,5,5,2,4,3,4,0,0,0,1,0,0,0,0,0,0
56.73,4.91,4.91,5,5,5,5,1,4,2,4,0,0,0,1,0,0,0,0,0,0
50,4.78,5,4.56,4.89,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
132.858,4.83,4.67,4.67,4.83,4.83,4.83,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
169.54,5,5,4.5,5,5,5,2.5,6,3,3,0,0,0,0,0,1,0,0,0,0
65,5,5,4.8,5,5,5,1,1,1,1,0,0,0,0,1,0,0,0,0,0
18.778,5,5,5,5,5,5,1,4,1,0,0,0,0,1,0,0,0,0,0,0
142.24,5,5,5,5,5,5,2,5,2,2,0,0,1,0,0,0,0,0,0,0
257.6,5,5,4.67,5,5,5,1,8,2,6,0,0,1,0,0,0,0,0,0,0
140.476,5,5,5,5,5,5,2.5,4,2,3,0,0,0,0,0,1,0,0,0,0
110.72,5,4.8,4.6,4.4,4.4,5,1,6,2,2,0,0,0,0,0,1,0,0,0,0
144.48,5,5,5,5,5,4.75,1,6,2,2,0,0,1,0,0,0,0,0,0,0
241.92,5,5,5,5,5,5,1,6,2,3,0,0,1,0,0,0,0,0,0,0
180.32,5,5,5,4.5,5,5,1,6,2,3,0,0,1,0,0,0,0,0,0,0
350.262,5,5,4,5,5,5,1,6,2,3,0,0,0,0,0,0,0,0,0,0
295.68,5,5,5,5,5,5,1,6,2,3,0,0,1,0,0,0,0,0,0,0
268.8,5,5,5,5,5,5,1,6,2,3,0,0,1,0,0,0,0,0,0,0
168,5,5,5,5,5,5,1,6,2,3,0,0,1,0,0,0,0,0,0,0
156.8,5,5,5,5,5,4.75,1,6,2,3,0,0,1,0,0,0,0,0,0,0
379.786,5,5,5,5,5,5,1,6,2,3,0,0,0,0,0,0,0,0,0,0
134.4,5,5,4.5,5,5,5,1,2,1,2,0,0,1,0,0,0,0,0,0,0
142.24,5,5,5,5,5,5,1,2,1,2,0,0,1,0,0,0,0,0,0,0
230,5,5,5,5,5,5,1,2,1,2,0,0,0,0,1,0,0,0,0,0
101.92,5,5,5,5,5,5,1,2,1,2,0,0,1,0,0,0,0,0,0,0
21.747,5,5,4.83,5,5,5,1,2,1,2,0,0,0,1,0,0,0,0,0,0
134.4,4.73,4.91,4.91,5,4.82,4.82,1,2,0,2,0,0,1,0,0,0,0,0,0,0
205.326,5,4.78,5,5,5,4.89,1.5,2,1,1,0,0,0,0,0,0,0,0,0,0
411.74,5,5,5,5,5,5,2.5,6,3,0,0,0,0,0,0,1,0,0,0,0
258,5,5,5,5,5,5,3,5,3,3,0,0,0,0,1,0,0,0,0,0
61.458,5,5,5,5,5,4.94,1,2,1,3,0,0,0,1,0,0,0,0,0,0
112,4,5,4,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
48.312,4.98,5,4.98,4.98,4.94,4.77,1,2,1,1,0,0,0,0,0,0,0,0,0,0
367.708,5,5,5,5,5,5,3,8,3,4,0,0,0,0,0,0,0,0,0,0
138.4,5,5,4.8,5,5,5,2.5,7,3,4,0,0,0,0,0,1,0,0,0,0
269,5,5,5,5,5,5,2.5,8,3,4,0,0,0,0,1,0,0,0,0,0
186.538,4.91,4.91,4.91,4.82,5,4.91,1,6,2,4,0,0,0,0,0,0,0,0,0,0
145.6,5,5,5,5,5,5,1,6,2,3,0,0,1,0,0,0,0,0,0,0
134.4,5,5,5,5,5,5,2,2,1,0,0,0,0,0,0,0,1,0,0,0
254.98,5,5,5,5,5,5,1,7,3,4,0,0,0,0,0,0,0,0,0,0
302.4,5,5,5,5,5,5,2,5,3,3,0,0,1,0,0,0,0,0,0,0
322.08,4,5,4,5,5,5,2.5,6,3,3,0,0,0,0,0,0,0,0,0,0
268.4,5,5,5,4.8,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
54.281,4.97,5,4.97,4.97,4.97,4.97,1,2,1,1,0,0,0,1,0,0,0,0,0,0
21.614,4.96,4.93,4.93,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
274.4,5,5,4.83,4.83,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
16.726,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
134.4,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
78.4,5,5,5,5,5,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0
85,5,5,5,5,5,4,1,2,1,1,0,0,0,0,1,0,0,0,0,0
60.39,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
86.24,5,5,5,5,3,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
131.04,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
161.28,5,5,4,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
93.94,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
145.6,5,4,5,5,5,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0
168,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
110.88,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
119.84,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
119,5,5,5,5,5,5,1,2,1,1,0,0,0,0,1,0,0,0,0,0
152.32,5,5,4,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
187.88,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
179.2,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
86.24,5,5,4.89,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
280,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
123.2,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
112,4.83,5,4.67,4.5,4.83,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
134.4,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
33.093,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
237.44,5,5,4.9,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
103.04,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
112,5,5,4.5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
84,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
24.451,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
29.036,4.88,5,4.94,5,4.94,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
20.801,5,4.8,5,4.8,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
145.6,5,5,4.67,5,5,4.67,1,2,1,1,0,0,1,0,0,0,0,0,0,0
246.4,5,5,4.73,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
126.56,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
193.76,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
240.218,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
161.928,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0
22.976,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
123.2,4.86,4.86,4.86,5,4.71,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
173.6,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
187.88,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
112.796,4.86,5,5,4.86,5,4.86,1,2,1,1,0,0,0,0,0,1,0,0,0,0
29.311,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
117.6,5,5,4.83,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
148.96,5,5,4.67,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
123.2,5,5,5,5,4.86,4.86,1,2,1,1,0,0,1,0,0,0,0,0,0,0
134.4,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
33.093,5,5,5,5,5,5,1,2,1,1,0,0,0,1,0,0,0,0,0,0
201.3,5,5,4.8,5,5,4.6,1,5,3,3,0,0,0,0,0,0,0,0,0,0
392,5,5,4.5,5,4.5,5,3,8,4,4,0,0,1,0,0,0,0,0,0,0
190.4,5,5,4.75,5,5,5,1.5,4,1,1,0,0,1,0,0,0,0,0,0,0
224,5,5,5,5,5,5,2,5,2,5,0,0,1,0,0,0,0,0,0,0
88.572,4.8,5,5,5,4.8,4.4,1,1,1,1,0,0,0,0,0,0,0,0,0,0
178.08,5,5,5,5,5,5,1,4,1,1,0,0,1,0,0,0,0,0,0,0
98.56,5,5,5,5,5,5,1,4,1,1,0,0,1,0,0,0,0,0,0,0
33.093,5,5,5,5,4.67,5,1,4,2,2,0,0,0,1,0,0,0,0,0,0
330.4,5,5,5,5,5,5,1,4,2,2,0,0,1,0,0,0,0,0,0,0
336,5,5,5,5,5,4,1,4,2,2,0,0,1,0,0,0,0,0,0,0
196,5,5,5,5,5,5,1,4,2,2,0,0,0,0,1,0,0,0,0,0
174.46,5,5,5,5,5,5,1,4,2,2,0,0,0,0,0,0,0,0,0,0
336,5,5,5,5,5,5,1,4,2,2,0,0,1,0,0,0,0,0,0,0
280,5,5,4.86,5,5,4.86,1,4,2,2,0,0,1,0,0,0,0,0,0,0
133.556,4.83,5,5,5,4.83,4.83,1,4,2,2,0,0,0,0,0,1,0,0,0,0
308.66,5,5,5,5,5,5,1,4,2,2,0,0,0,0,0,0,0,0,0,0
281.82,5,5,5,5,5,4.67,1,4,2,2,0,0,0,0,0,0,0,0,0,0
46.462,4.92,5,5,4.92,5,5,1,4,2,2,0,0,0,1,0,0,0,0,0,0
126,5,5,5,5,5,5,1,4,1,2,0,0,0,0,1,0,0,0,0,0
192.64,4,5,4,5,5,4,2,6,3,4,0,0,1,0,0,0,0,0,0,0
382,5,4.95,5,5,5,5,1,5,2,4,0,0,0,0,1,0,0,0,0,0
112,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
172.48,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
106.4,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
101.92,4,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,1,0,0,0
39.2,5,5,5,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
115.412,5,4.67,4.67,5,5,4.33,1,2,1,1,0,0,0,0,0,0,0,0,0,0
41.52,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0
67.2,5,5,4.33,5,5,5,1,2,1,1,0,0,1,0,0,0,0,0,0,0
99.308,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
272.426,5,5,5,5,5,5,2,7,3,5,0,0,0,0,0,0,0,0,0,0
218.4,5,5,5,5,5,5,2,4,2,3,0,0,1,0,0,0,0,0,0,0
125.252,5,5,5,5,5,5,1,2,1,1,0,0,0,0,0,1,0,0,0,0
54.88,5,4,5,3,5,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0
25.311,5,5,5,5,5,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0
95.2,5,5,5,5,5,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0
198.24,5,5,5,5,5,5,1,2,0,1,0,0,0,0,0,0,1,0,0,0
22.389,5,5,5,5,5,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0
19.856,5,5,5,5,5,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0
23.638,5,5,5,5,5,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0
33.225,4.96,5,4.96,5,5,4.96,1,2,0,1,0,0,0,1,0,0,0,0,0,0
160.16,5,5,5,5,5,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0
17.397,5,5,5,5,5,5,1,2,0,1,0,0,0,1,0,0,0,0,0,0
34.984,5,5,5,5,5,5,1,3,1,2,0,0,0,1,0,0,0,0,0,0
108.702,5,5,5,5,5,5,1,3,1,2,0,0,0,0,0,0,0,0,0,0
264,5,5,5,5,4.67,5,2,8,3,4,0,0,0,0,1,0,0,0,0,0
87,5,5,5,5,5,5,1,3,2,0,0,0,0,0,1,0,0,0,0,0
280,5,5,5,5,5,5,1,3,2,0,0,0,1,0,0,0,0,0,0,0
13.615,5,5,5,5,5,5,1,2,1,2,0,0,0,1,0,0,0,0,0,0
92.036,5,5,4.77,4.85,5,5,1,4,1,3,0,0,0,0,0,1,0,0,0,0
28.365,5,5,4.71,5,4.71,4.71,1,4,1,3,0,0,0,1,0,0,0,0,0,0
28.365,5,5,4.75,5,5,4.88,1,4,1,3,0,0,0,1,0,0,0,0,0,0
254.24,5,5,5,5,5,4.63,1,4,1,3,0,0,1,0,0,0,0,0,0,0
290.64,5,5,4.86,4.86,5,5,1,4,2,2,0,0,0,0,0,1,0,0,0,0
135,5,5,4.89,5,4.89,4.44,1,3,1,1,0,0,0,0,1,0,0,0,0,0
92,5,5,5,5,5,5,1,3,1,1,0,0,0,0,1,0,0,0,0,0
123.2,5,5,5,5,5,5,1,3,2,2,0,0,1,0,0,0,0,0,0,0
402.08,5,5,5,5,5,5,1,3,2,2,0,0,1,0,0,0,0,0,0,0
117.6,5,5,5,5,5,5,1,3,2,2,0,0,1,0,0,0,0,0,0,0
231.84,5,5,5,5,5,5,1,3,2,2,0,0,1,0,0,0,0,0,0,0
224,5,5,5,5,5,5,1,3,2,2,0,0,1,0,0,0,0,0,0,0
41.52,5,5,5,5,5,5,2,2,1,1,0,0,0,0,0,1,0,0,0,0
65.758,5,5,5,5,5,5,0.5,2,1,1,0,0,0,0,0,0,0,0,0,0
110.88,5,5,5,5,5,5,1,3,1,1,0,0,1,0,0,0,0,0,0,0
168,5,5,5,4.67,5,5,1,3,1,1,0,0,1,0,0,0,0,0,0,0
22.285,4.83,4.83,5,5,4.83,4.83,1,3,1,1,0,0,0,1,0,0,0,0,0,0
25.529,4.5,5,4.5,5,5,5,1,3,1,1,0,0,0,1,0,0,0,0,0,0
100.8,5,5,5,4.67,5,4.67,1,3,1,1,0,0,1,0,0,0,0,0,0,0
256.48,5,5,3,5,5,5,2,6,3,3,0,0,1,0,0,0,0,0,0,0
